"FACILITY_ID","FACILITY_NAME","CERTIFICATION_NUMBER","AREA_OFFICE_ABBREV","FACILITY_ADDRESS_1","FACILITY_ADDRESS_2","FACILITY_CITY","FACILITY_ZIP","COUNTY","PHONE","FACILITY_WEBSITE","OPERATOR","OPERATOR_ADDRESS_1","OPERATOR_ADDRESS_2","OPERATOR_CITY","OPERATOR_STATE","OPERATOR_ZIP","MEDICARE_CERTIFIED","MEDICARE_NUMBER","MEDICAID_CERTIFIED","OWNERSHIP","MULTICAMPUS_FACILITY_ID","NOTES","OCCUPANCY_RATE","OCCUPANCY_REPORT_DATE","OCCUPANCY_EXCEPTION_COMMENT","AVERAGE_OCCUPIED_BEDS","INSP_STANDARD_HEALTH","INSP_LSC","INSP_TOTAL","INSP_HARM","INSP_PERCENT_HARM","COMP_RECEIVED","COMP_RECEIVED_PER_100","COMP_SELF_REPORTED","COMP_ONSITE","COMP_CITATIONS","COMP_CITATIONS_PER_100","ALL_SURVEYS","COMP_DEF_ADMINISTRATION","COMP_DEF_QUALITY_OF_CARE","COMP_DEF_RESIDENT_RIGHTS","COMP_DEF_RESIDENT_ASSESSMENT","COMP_DEF_DIETARY_SERVICES","COMP_DEF_PHYSICAL_ENVIRONMENT","COMP_DEF_OTHER_SERVICES","COMP_DEF_TOTAL","TOTAL_BEDS","EMPLOYEE_FLU_VACCINATION_RATE","VACCINATION_RATE_REPORT_DATE"
"3053","Onondaga Center for Rehabilitation and Nursing","3334304N","3SYR","217 East Avenue","","Minoa","13116","Onondaga","3156567277","#http://crossingscaring.com/#","CLR Minoa LLC","4770 White Plains Rd","","Bronx","NY","10470","1","335548","1","Proprietary--LLC","","","0.95","21OCT2020","","72","58","21","79","5","0.06","173","240.1","0.50","37","32","44.4","12","4","15","3","5","1","0","4","32","80","0.91","31OCT2019"
"3084","Safire Rehabilitation of Southtowns, LLC","1401342N","1BUFF","300 Dorrance Avenue","","Buffalo","14220","Erie","7165665252","#https://www.nyshfa-nyscal.org/find-care-new-york/safire-rehabilitation-of-southtowns/#","Safire Rehabilitation of Southtowns, LLC","300 Dorrance Avenue","","Buffalo","NY","14220","1","335663","1","Proprietary--LLC","","","0.76","21OCT2020","","111","56","36","92","0","0.00","200","180.8","0.60","32","22","19.9","11","7","8","5","0","0","0","2","22","120","0.77","31OCT2019"
"3089","Terence Cardinal Cooke Health Care Center","7002345N","5NYC","1249 Fifth Avenue","","New York","10029","New York","2123603600","#https://www.archcare.org/nursing-homes/terence-cardinal-cooke#","Terence Cardinal Cooke Health Care Ctr","1249 Fifth Avenue","","New York","NY","10029","1","335665","1","Voluntary--Not for Profit Corporation","","","0.97","21OCT2020","","581","26","23","49","0","0.00","505","86.9","0.70","36","7","1.2","10","0","1","4","0","0","1","1","7","559","0.88","31OCT2019"
"3156","Bezalel Rehabilitation and Nursing Center","7003352N","5NYC","29-38 Far Rockaway Blvd","","Far Rockaway","11691","Queens","7184712600","#https://www.nyconnects.ny.gov/providers/bezalel-rehabilitation-and-nursing-center-doh-3156#","Bezalel Nursing Home Co","29-38 Far Rockaway Boulevard","","Far Rockaway","NY","11691","1","335666","1","Voluntary--Not for Profit Corporation","","","0.90","21OCT2020","","115","13","7","20","0","0.00","48","41.6","0.63","4","0","0.0","4","0","0","0","0","0","0","0","0","120","0.73","31OCT2019"
"3164","Kirkhaven","2701345N","2ROCH","254 Alexander Street","","Rochester","14607","Monroe","5854611991","#http://www.seniorsfirst.com/kirkhaven/#","Genesee Valley Presbyterian Nursing Center","254 Alexander Street","","Rochester","NY","14607","1","335668","1","Voluntary--Not for Profit Corporation","","","0.84","21OCT2020","","138","19","6","25","0","0.00","248","180.4","0.90","50","4","2.9","4","1","2","0","1","0","0","0","4","147","0.92","31OCT2019"
"3170","Valley Health Services Inc","2124301N","3SYR","690 West German Street","","Herkimer","13350","Herkimer","3158663330","#https://www.bassett.org/medical/locations/long-term-care-services/valley-health-services#","Valley Health Services Inc","690 West German Street","","Herkimer","NY","13350","1","335672","1","Voluntary--Not for Profit Corporation","","","0.83","21OCT2020","","153","0","7","7","0","0.00","77","50.3","0.83","16","0","0.0","4","0","0","0","0","0","0","0","0","160","0.91","31OCT2019"
"3182","Highpointe on Michigan Health Care Facility","1401001N","1BUFF","1031 Michigan Avenue","","Buffalo","14203","Erie","7167483101","#http://www.highpointeonmichigan.org/#","Kaleida Health","100 High Street","","Buffalo","NY","14203","1","335834","1","Voluntary--Not for Profit Corporation","","","0.77","21OCT2020","","273","22","9","31","0","0.00","147","53.8","0.50","47","4","1.5","8","0","1","0","0","3","0","0","4","300","0.72","31OCT2019"
"3227","Four Seasons Nursing and Rehabilitation Center","7001808N","5NYC","1555 Rockaway Parkway","","Brooklyn","11236","Kings","7189276300","#http://www.fourseasonsnh.com/#","FSNR SNF, LLC","1555 Rockaway Parkway","","Brooklyn","NY","11236","1","335673","1","Proprietary--LLC","","","0.87","21OCT2020","","256","2","4","6","0","0.00","58","22.7","0.38","16","0","0.0","4","0","0","0","0","0","0","0","0","270","0.77","31OCT2019"
"3230","The Hamlet Rehabilitation and Healthcare Center at Nesconset","5157320N","7LI","100 Southern Boulevard","","Nesconset","11767","Suffolk","6313618800","#http://hamletrehab.com/#","Nesconset Operating LLC","100 Southern Boulevard","","Nesconset","NY","11767","1","335674","1","Proprietary--LLC","","","0.75","21OCT2020","","221","16","1","17","0","0.00","83","37.6","0.55","25","1","0.5","4","0","0","1","0","0","0","0","1","240","0.86","31OCT2019"
"3242","James G. Johnston Memorial Nursing Home","0303306N","3SYR","286 Deyo Hill Road","","Johnson City","13790","Broome","6077987818","#https://profiles.health.ny.gov/nursing_home/view/150806#","UMH JGJ Corp.","285 Deyo Hill Road","","Johnson City","NY","13790","1","335675","1","Voluntary--Not for Profit Corporation","","","0.83","21OCT2020","","117","5","9","14","0","0.00","117","100.1","0.97","13","0","0.0","5","0","0","0","0","0","0","0","0","120","0.85","31OCT2019"
"3243","Elderwood at Liverpool","3331301N","3SYR","4800 Bear Road","","Liverpool","13088","Onondaga","3154579946","#http://www.elderwood.com/location/elderwood-at-liverpool/#","4800 Bear Road Operating Company, LLC","4800 Bear Road","","Liverpool","NY","13088","1","335678","1","Proprietary--LLC","","","0.88","21OCT2020","","149","7","8","15","0","0.00","80","53.6","0.73","14","2","1.3","6","0","1","1","0","0","0","0","2","160","0.84","31OCT2019"
"3256","Haven Manor Health Care Center,LLC","7003378N","5NYC","1441 Gateway Boulevard","","Far Rockaway","11691","Queens","7184711500","#https://profiles.health.ny.gov/nursing_home/view/150808#","Haven Manor Health Care Center, LLC","1441 Gateway Blvd","","Queens","NY","11691","1","335676","1","Proprietary--Partnership","","","0.77","14OCT2020","","232","2","3","5","0","0.00","81","34.8","0.58","12","0","0.0","5","0","0","0","0","0","0","0","0","240","0.91","31OCT2019"
"3258","Hollis Park Manor Nursing Home","7003381N","5NYC","191-06 Hillside Avenue","","Hollis","11423","Queens","7184791010","#https://www.hollisparkmanor.org/#","Hollis Park Manor Nursing Home, Inc","191-06 Hillside Avenue","","Hollis","NY","11423","1","335333","1","Proprietary--Business Corporation","","","0.78","14OCT2020","","75","14","8","22","0","0.00","29","38.6","0.55","6","1","1.3","6","0","1","0","0","0","0","0","1","80","0.84","31OCT2019"
"3293","Eddy Memorial Geriatric Center","4102309N","4TROY","2256 Burdett Avenue","","Troy","12180","Rensselaer","5182749890","#http://www.sphp.com/eddy-memorial-geriatric-center-cc#","James A Eddy Memorial Geriatric Ctr, Inc","2256 Burdett Avenue","","Troy","NY","12180","1","335680","1","Voluntary--Not for Profit Corporation","","","0.86","21OCT2020","","78","14","11","25","0","0.00","32","40.8","0.69","9","3","3.8","4","0","0","0","1","0","0","2","3","80","0.90","31OCT2019"
"3295","Elderwood at Hamburg","1430303N","1BUFF","5775 Maelou Drive","","Hamburg","14075","Erie","7166482820","#http://www.elderwood.com/location/elderwood-at-hamburg/#","5775 Maelou Drive Operating Company, LLC","5775 Maelou Drive","31st Floor","Hamburg","NY","14075","1","335679","1","Proprietary--LLC","","","0.80","21OCT2020","","152","12","9","21","0","0.00","73","48.0","0.67","25","2","1.3","5","0","1","0","0","0","0","1","2","166","0.90","31OCT2019"
"3307","East Neck Nursing & Rehabilitation Center","5150303N","7LI","134 Great East Neck Road","","West Babylon","11704","Suffolk","6314224800","#http://ennrc.com/#","PALJR,LLC D/B/A East Neck Nursing & Rehabilitation Center","134 Great East Neck Road","","West Babylon","NY","11704","1","335681","1","Proprietary--LLC","","","0.69","21OCT2020","","277","15","8","23","0","0.00","53","19.1","0.51","24","1","0.4","6","0","0","0","0","0","1","0","1","300","0.84","31OCT2019"
"3370","Absolut Center for Nursing and Rehabilitation at Westfield, LLC","0675302N","1BUFF","26 Cass Street","","Westfield","14787","Chautauqua","7163264646","#http://www.absolutcare.com/locations/?id=63#","Absolut Center for Nursing and Rehabilitation at Westfield, LLC","28 Cass Street","","Westfield","NY","14744","1","335683","1","Proprietary--LLC","","","0.93","21OCT2020","","107","27","10","37","0","0.00","99","92.2","0.52","18","6","5.6","6","1","3","1","0","0","0","1","6","120","0.70","31OCT2019"
"3374","Jewish Home of Rochester","2750304N","2ROCH","2021 South Winton Road","","Rochester","14618","Monroe","5854277760","#http://www.jewishseniorlife.org/our-campus/skilled-nursing/#","Jewish Home of Rochester","2021 Winton Road S","","Brighton","NY","14618","1","335105","1","Voluntary--Not for Profit Corporation","","","0.88","14OCT2020","","335","9","7","16","0","0.00","271","80.9","0.89","34","3","0.9","5","0","2","1","0","0","0","0","3","328","0.85","31OCT2019"
"3392","Unity Living Center","2701358N","2ROCH","89 Genesee St","","Rochester","14611","Monroe","5853683881","#https://www.rochesterregional.org/locations/rochester/unity-living-center#","Park Ridge Hospital Inc","1555 Long Pond Road","","Rochester","NY","14626","1","335620","1","Voluntary--Not for Profit Corporation","","","0.90","21OCT2020","","113","16","1","17","0","0.00","195","173.1","0.89","47","4","3.6","8","0","3","0","0","0","0","0","3","120","0.72","31OCT2019"
"3401","Beach Gardens Rehab and Nursing Center","7003412N","5NYC","17-11 Brookhaven Avenue","","Far Rockaway","11691","Queens","7188698000","#http://bgrehabcare.com/#","Hendon Garden Center LLC","17-11 Brookhaven Avenue","","Far Rockaway","NY","11691","1","335682","1","Proprietary--LLC","","","0.66","21OCT2020","","144","5","2","7","0","0.00","75","52.0","0.55","11","1","0.7","5","0","0","0","0","0","0","1","1","163","0.91","31OCT2019"
"3407","Sapphire Nursing and Rehab at Goshen","3523304N","6NROC","46 Harriman Drive","","Goshen","10924","Orange","8453601207","#http://goshencare.com/#","Goshen Operations, LLC","46 Harriman Drive","","Goshen","NY","10924","1","335684","1","Proprietary--LLC","","","0.88","21OCT2020","","113","28","21","49","1","0.02","85","74.9","0.51","26","10","8.8","9","3","5","1","1","0","0","0","10","120","0.88","31OCT2019"
"3421","Long Island State Veterans Home","5151310N","7LI","SUNY At Stonybrook 100 Patriots Road","","Stonybrook","11790","Suffolk","6314448606","#http://www.listateveteranshome.org/#","Health Sciences Center","101 Nicolls Road","","Stony Brook","NY","11794","1","335758","1","Public--State","","","0.79","14OCT2020","","348","3","3","6","0","0.00","110","31.6","0.85","18","0","0.0","4","0","0","0","0","0","0","0","0","350","0.87","31OCT2019"
"3422","St Catherine of Siena Nursing and Rehabilitation Care Center","5157312N","7LI","52 Route 25A","","Smithtown","11787","Suffolk","6318623900","#http://www.stcatherinenursingandrehab.org/#","Catholic Health System of Long Island, Inc.","1 Huntington Quadrangle","","Melville","NY","11747","1","335821","1","Voluntary--Not for Profit Corporation","","","0.69","21OCT2020","","221","8","4","12","0","0.00","49","22.2","0.76","9","1","0.5","5","0","1","0","0","0","0","0","1","240","0.74","31OCT2019"
"3423","Bellhaven Center for Rehabilitation and Nursing Care","5151321N","7LI","110 Beaver Dam Road","","Brookhaven","11719","Suffolk","6312868100","#http://bellhavencenter.com/#","Bellhaven Management, LLC","1035 East 27th Street","","Brooklyn","NY","11210","1","335755","1","Proprietary--LLC","","","0.87","21OCT2020","","228","8","3","11","0","0.00","67","29.4","0.76","14","3","1.3","5","0","0","1","1","0","0","1","3","240","0.92","31OCT2019"
"3433","Smithtown Center for Rehabilitation & Nursing Care","5157314N","7LI","391 North Country Road","","Smithtown","11787","Suffolk","6313612020","#http://www.smithtowncenter.com/#","Smithtown Health Care Management, LLC","391 North Country Road","","Smithtown","NY","11787","1","335756","1","Proprietary--LLC","","","0.89","21OCT2020","","150","5","5","10","0","0.00","41","27.3","0.44","19","0","0.0","4","0","0","0","0","0","0","0","0","162","0.98","31OCT2019"
"3455","Harris Hill Nursing Facility, LLC","1406301N","1BUFF","2699 Wehrle Drive","","Williamsville","14221","Erie","7166323700","#https://www.mcguiregroup.com/locations/harris-hill/#","Harris Hill Nursing Facility, LLC","560 Delaware Avenue, Suite 400","","Buffalo","NY","14202","1","335757","1","Proprietary--LLC","","","0.76","21OCT2020","","186","4","5","9","0","0.00","73","39.3","0.49","21","0","0.0","5","0","0","0","0","0","0","0","0","192","0.91","31OCT2019"
"3630","Yorktown Rehabilitation & Nursing Center","5951301N","6NROC","2300 Catherine Street","","Cortlandt Manor","10567","Westchester","9147392244","#https://yorktownrnc.com/#","YRNC Operating, LLC","20 Wood Count","","Tarrytown","NY","10591","1","335078","1","Proprietary--LLC","","","0.91","21OCT2020","","165","1","9","10","0","0.00","39","23.6","0.36","10","0","0.0","4","0","0","0","0","0","0","0","0","125","0.94","31OCT2019"
"3765","Salem Hills Rehabilitation and Nursing Center","5960304N","6NROC","539 Route 22, P.O. Box 360","","Purdys","10578","Westchester","9142773691","#http://waterviewhills.com/#","Salem Acquisition I, LLC","539 Route 22, P.O. Box 360","","Purdys","NY","10578","1","335687","1","Proprietary--LLC","","","0.71","21OCT2020","","122","7","1","8","0","0.00","29","23.8","0.76","12","2","1.6","4","0","0","1","1","0","0","0","2","126","0.88","31OCT2019"
"3826","Peconic Bay Skilled Nursing Facility","5155000N","7LI","1300 Roanoke Avenue","","Riverhead","11901","Suffolk","6315486260","#http://www.pbmchealth.org/medical-centers-and-services/skilled-nursing/#","Central Suffolk Hospital","1300 Roanoke","","Riverhead","NY","11901","1","335688","1","Voluntary--Not for Profit Corporation","","","0.82","21OCT2020","","53","3","2","5","0","0.00","6","11.2","0.50","3","0","0.0","3","0","0","0","0","0","0","0","0","60","0.96","31OCT2019"
"3872","White Oaks Rehabilitation and Nursing Center","2952306N","7LI","8565 Jericho Turnpike","","Woodbury","11797","Nassau","5163673400","#http://new.whiteoaksrehab.com/#","Jeffrey H White & Eleanor White","8565 Jericho Turnpike","","Woodbury","NY","11797","1","335690","1","Proprietary--Partnership","","","0.65","21OCT2020","","190","15","8","23","0","0.00","24","12.6","0.42","8","1","0.5","4","0","0","0","0","0","0","0","0","200","0.96","31OCT2019"
"3902","Elderwood at Hornell","5034300N","2ROCH","One Bethesda Drive","","N Hornell","14843","Steuben","6073246900","#http://www.elderwood.com/location/elderwood-at-hornell/#","1 Bethesda Drive Operating Company, LLC","1 Bethesda Drive","","Hornell","NY","14843","1","335691","1","Proprietary--LLC","","","0.90","21OCT2020","","110","11","2","13","0","0.00","110","100.2","0.86","23","4","3.6","4","0","2","0","0","0","0","2","4","112","0.97","31OCT2019"
"3909","Dunkirk Rehabilitation & Nursing Center","0601303N","1BUFF","447-449 Lake Shore Drive West","","Dunkirk","14048","Chautauqua","7163666710","#https://dunkirkrnc.com/#","Absolut Center for Nursing and Rehabilitation at Dunkirk, LLC","447-449 Lake Shore Drive West","","Dunkirk","NY","14048","1","335595","1","Proprietary--LLC","","","0.85","21OCT2020","","34","17","11","28","0","0.00","26","75.7","0.42","6","2","5.8","4","0","1","0","0","1","0","0","2","40","0.96","31OCT2019"
"3910","Eden Rehabilitation & Nursing Center","1461302N","1BUFF","2806 George Street","","Eden","14057","Erie","7169923987","#https://edenrnc.com/#","Absolut Center for Nursing and Rehabilitation at Eden, LLC","2806 George Street","","Eden","NY","14057","1","335607","1","Proprietary--LLC","","","0.88","21OCT2020","","37","14","13","27","0","0.00","9","24.3","0.22","5","0","0.0","4","0","0","0","0","0","0","0","0","40","0.95","31OCT2019"
"3914","St. Josephs Place","3535001N","6NROC","160 East Main Street","","Port Jervis","12771","Orange","8458565351","#https://www.stanthonycommunityhosp.org/st-josephs--place#","Bon Secours Community Hospital","160 East Main Street","","Port Jervis","NY","12771","1","335692","1","Voluntary--Not for Profit Corporation","","","0.59","21OCT2020","","42","4","9","13","0","0.00","21","49.8","0.52","12","0","0.0","4","0","0","0","0","0","0","0","0","46","0.89","31OCT2019"
"3920","Rosewood Rehabilitation and Nursing Center","4101300N","4TROY","284 Troy Road","","Rensselaer","12144","Rensselaer","5182861621","#http://www.rosewoodrehabilitation.com/#","Rosewood Care, LLC","284 Troy Road","","Rensselaer","NY","12144","1","335693","1","Proprietary--LLC","","","0.73","21OCT2020","","75","51","25","76","0","0.00","150","200.0","0.60","33","15","20.0","9","3","4","2","1","1","0","4","15","80","0.82","31OCT2019"
"3928","Brookhaven Health Care Facility, LLC","5123304N","7LI","801 Gazzola Blvd","","Patchogue","11772","Suffolk","6314478800","#https://www.mcguiregroup.com/locations/brookhaven/#","Brookhaven Health Care Facility LLC","560 Delaware Avenue, Suite 400","","Buffalo","NY","14202","1","335694","1","Proprietary--LLC","","","0.80","21OCT2020","","156","4","3","7","0","0.00","17","10.9","0.12","9","0","0.0","4","0","0","0","0","0","0","0","0","160","0.96","31OCT2019"
"3948","Caring Family Nursing and Rehabilitation Center","7003373N","5NYC","22-41 New Haven Avenue","","Far Rockaway","11691","Queens","7184713400","#https://www.familyofcaring.com/#","New Surfside Nursing Home, LLC","22-41 New Haven Avenue","","Far Rockaway","NY","11691","1","335165","1","Proprietary--LLC","","","0.81","21OCT2020","","177","8","11","19","0","0.00","27","15.3","0.44","4","0","0.0","3","0","0","0","0","0","0","0","0","183","0.91","31OCT2019"
"3984","Elizabeth Seton Children's Center","7002346N","6NROC","300 Corporate Boulevard South","","Yonkers","10701","Westchester","9142946300","#https://setonpediatric.org/#","Elizabeth Seton Pediatric Center","300 Corporrate Boulevard South","","Yonkers","NY","10701","1","33A246","1","Voluntary--Not for Profit Corporation","","","0.99","21OCT2020","","142","3","5","8","1","0.13","49","34.5","0.94","10","1","0.7","5","0","1","0","0","0","0","0","1","169","0.00","01JAN1960"
"3989","Gurwin Jewish Nursing and Rehabilitation Center","5153307N","7LI","68 Hauppauge Road","","Commack","11725","Suffolk","6314996500","#http://www.gurwin.org/#","Rosalind & Joseph Gurwin Jewish Geriatric Ctr of Long Island Inc","68 Hauppauge Road","","Commack","NY","11725","1","335696","1","Voluntary--Not for Profit Corporation","","","0.83","21OCT2020","","448","10","2","12","0","0.00","135","30.1","0.70","38","2","0.4","5","0","0","1","0","0","0","0","1","460","0.94","31OCT2019"
"3993","Manhattanville Health Care Center","7000387N","5NYC","311 W 231st Street","","Bronx","10463","Bronx","7186018400","#http://manhattanvillehealthcare.com/#","Manhattanville SBV, LLC","311 W. 231st Street","","Bronx","NY","10463","1","335695","1","Proprietary--LLC","","","0.53","21OCT2020","","189","12","5","17","2","0.12","83","44.0","0.63","20","6","3.2","8","2","3","0","1","0","0","0","6","200","0.96","31OCT2019"
"4000","Eddy Village Green","0102001N","4TROY","421 W Columbia Street","","Cohoes","12047","Albany","5182375630","#http://www.sphp.com/eddy-village-green-at-cohoes-cc#","Capital Region Geriatric Center Inc","421 W Columbia Street","","Cohoes","NY","12047","1","335697","1","Voluntary--Not for Profit Corporation","","","0.95","21OCT2020","","184","13","10","23","0","0.00","67","36.5","0.94","10","3","1.6","4","0","1","0","1","0","0","1","3","192","0.93","31OCT2019"
"4037","Bushwick Center for Rehabilitation and Health Care","7001364N","5NYC","50 Sheffield Avenue","","Brooklyn","11207","Kings","7183452273","#http://bushwickcenter.net/#","Wartburg Receiver, LLC","50 Sheffield Avenue","","Brooklyn","NY","112070000","1","335703","1","(unknown)--(unknown)","","","0.99","14OCT2020","","219","10","10","20","0","0.00","102","46.5","0.50","22","2","0.9","5","2","0","0","0","0","0","0","2","225","0.87","31OCT2019"
"4066","North Shore-LIJ Orzac Center for Rehabilitation","2910300N","7LI","900 Franklin Avenue","","Valley Stream","11580","Nassau","5162566700","#https://www.northwell.edu/rehabilitation-network/locations/orzac-center-rehabilitation#","Long Island Jewish Medical Center","270-05 76 Avenue","","New Hyde Park","NY","11040","1","335700","1","Voluntary--Not for Profit Corporation","","","0.75","21OCT2020","","115","14","4","18","0","0.00","16","14.0","0.31","11","1","0.9","5","0","1","0","0","0","0","0","1","120","0.86","31OCT2019"
"4089","Northwell Health Stern Family Center for Rehabilitation","2951305N","7LI","330 Community Drive","","Manhasset","11030","Nassau","5165628000","#https://www.northwell.edu/rehabilitation-network/locations/northwell-health-stern-family-center-rehabilitation#","Northwell Health Stern Family Center for Rehabilitation","300 Community Drive","","Manhasset","NY","11030","1","335702","1","Voluntary--Not for Profit Corporation","","","0.89","21OCT2020","","229","4","4","8","0","0.00","20","8.7","0.30","14","0","0.0","3","0","0","0","0","0","0","0","0","256","0.89","31OCT2019"
"4092","Pathways Nursing and Rehabilitation Center","4652302N","4TROY","1805 Providence Avenue","","Niskayuna","12309","Schenectady","5183742212","#http://www.pathways-rehab.com/#","Niskayuna Operating Company, LLC","20 Franklin Place","","Woodmere","NY","11598","1","335701","1","Proprietary--LLC","","","0.99","14OCT2020","","107","13","12","25","0","0.00","32","30.0","0.16","19","1","0.9","5","0","0","0","0","0","0","1","1","110","0.95","31OCT2019"
"4107","St Johnsville Rehabilitation and Nursing Center","2828300N","4TROY","7 Timmerman Avenue","","St Johnsville","13452","Montgomery","5185685037","#http://www.stjrnc.com/#","St. Johnsville Rehabilitation and Nursing Center, Inc","7 Timmerman Avenue","","St Johnsville","NY","13452","1","335704","1","Proprietary--Business Corporation","","","0.98","21OCT2020","","117","26","20","46","0","0.00","81","69.2","0.80","14","2","1.7","6","0","1","1","0","0","0","0","2","120","0.98","31OCT2019"
"4148","Ellis Residential & Rehabilitation Center","4601001N","4TROY","600 McClellan Street","","Schenectady","12304","Schenectady","5182434100","#http://www.ellismedicine.org/nursing-home/#","Ellis Hospital Inc","Route 146","","Schenectady","NY","12308","1","335705","1","Voluntary--Not for Profit Corporation","","","0.90","21OCT2020","","79","24","6","30","0","0.00","30","38.2","0.60","12","5","6.4","8","0","3","0","1","0","0","1","5","82","0.93","31OCT2019"
"4156","Ira Davenport Memorial Hospital SNF/HRF","5022301N","2ROCH","7571 State Route 54","","Bath","14810","Steuben","6077768500","#http://www.arnothealth.org/ira-davenport-memorial-hospital#","Ira Davenport Memorial Hospital Inc","Po Box 350 Route 54","","Bath","NY","14810","1","335706","1","Voluntary--Not for Profit Corporation","","","0.96","21OCT2020","","110","28","8","36","0","0.00","87","79.4","0.83","17","6","5.5","7","0","1","2","1","0","0","2","6","120","0.83","31OCT2019"
"4217","Slate Valley Center for Rehabilitation and Nursing","5725305N","4TROY","10421 State Route 40","","Granville","12832","Washington","5186422346","#https://centershealthcare.com/slate_valley_center/#","CLR Granville LLC","10421 State Route 40","","Granville","NY","12832","1","335711","1","Proprietary--LLC","","","0.94","14OCT2020","","83","17","16","33","0","0.00","57","69.0","0.81","10","1","1.2","5","0","0","1","0","0","0","0","1","88","0.79","31OCT2019"
"4285","Hamilton Park Nursing and Rehabilitation Center","7001034N","5NYC","691 92 Street","","Brooklyn","11228","Kings","7185671820","#http://www.hamiltonparkrehab.com/#","Hamilton Park Multicare, LLC","699 92nd Street","","Brooklyn","NY","11228","1","335710","1","Proprietary--LLC","","","0.85","21OCT2020","","168","12","3","15","0","0.00","60","35.8","0.17","28","0","0.0","6","0","0","0","0","0","0","0","0","200","0.82","31OCT2019"
"4286","Huntington Living Center","4921302N","2ROCH","369 East Main Street","","Waterloo","13165","Seneca","3157874920","#http://www.flhealth.org/hlc#","Huntington Nursing Home Inc","373 East Main Street","","Waterloo","NY","13165","1","335098","1","Voluntary--Not for Profit Corporation","672","","0.90","21OCT2020","","151","0","0","0","0","0.00","0","0.0","0.00","0","0","0.0","0","0","0","0","0","0","0","0","0","160","0.96","31OCT2019"
"4323","Syracuse Home Association","3327301N","3SYR","7740 Meigs Road","","Baldwinsville","13027","Onondaga","3156382521","#http://www.mcharrielife.org/#","Syracuse Home Association Inc","7740 Meigs Road","","Baldwinsville","NY","13027","1","335713","1","Voluntary--Not for Profit Corporation","","","0.83","21OCT2020","","116","3","7","10","0","0.00","27","23.3","0.78","5","1","0.9","3","0","1","0","0","0","0","0","1","120","0.95","31OCT2019"
"4328","Highbridge Woodycrest Center","7000801N","5NYC","936 Woodycrest Avenue","","Bronx","10452","Bronx","7185798875","#http://www.highbridgeny.com/#","YGC at Woodycrest LLC","2392 Nostrand Avenue","","New York","NY","11210","1","335751","1","Proprietary--LLC","","","0.93","21OCT2020","","86","6","9","15","0","0.00","61","71.3","0.77","2","0","0.0","4","0","0","0","0","0","0","0","0","90","0.92","31OCT2019"
"4329","Hope Center for HIV and Nursing Care","7000392N","5NYC","1401 University Avenue","","Bronx","10452","Bronx","7186818700","#https://centershealthcare.com/hope_center/#","Hope Center Operations LLC","1401 University Avenue","","Bronx","NY","10452","1","335725","1","Proprietary--LLC","","","0.97","21OCT2020","","64","5","23","28","0","0.00","70","109.8","0.80","5","0","0.0","4","0","0","0","0","0","0","0","0","66","0.90","31OCT2019"
"4407","Silvercrest","7003372N","5NYC","144-45 87th Avenue","","Jamaica","11435","Queens","7184804026","#http://www.silvercrest.org/#","Silvercrest","144-45 87th Avenue","","Jamaica","NY","11435","1","335724","1","Voluntary--Not for Profit Corporation","","","0.81","21OCT2020","","260","7","11","18","1","0.06","156","60.1","0.38","27","3","1.2","10","0","2","1","0","0","0","0","3","320","0.53","31OCT2019"
"4418","Saints Joachim & Anne Nursing and Rehabilitation Center","7001371N","5NYC","2720 Surf Avenue","","Brooklyn","11224","Kings","7187144800","#http://www.ssjoachim.org/#","SS Joachim & Anne Residence","191 Joralemon Street","","Brooklyn","NY","11201","1","335748","1","Voluntary--Not for Profit Corporation","","","0.63","21OCT2020","","191","7","9","16","0","0.00","43","22.6","0.56","9","3","1.6","6","0","0","3","0","0","0","0","3","200","0.82","31OCT2019"
"4474","Elderwood at Cheektowaga","1455303N","1BUFF","225 Bennett Road","","Cheektowaga","14227","Erie","7166819480","#http://www.elderwood.com/location/elderwood-at-cheektowaga/#","225 Bennett Road Operating Company, LLC","225 Bennett Road","31st Floor","Cheektowaga","NY","14227","1","335752","1","Proprietary--LLC","","","0.83","21OCT2020","","159","20","7","27","0","0.00","55","34.5","0.53","14","5","3.1","8","0","3","1","0","0","0","1","5","172","0.71","31OCT2019"
"4494","Crouse Community Center Inc","2623300N","3SYR","101 South Street","","Morrisville","13408","Madison","3156849595","#http://www.crousecommunity.com/#","Crouse Community Center Inc","101 South Street","","Morrisville","NY","13408","1","335068","1","Voluntary--Not for Profit Corporation","","","0.87","21OCT2020","","115","4","2","6","0","0.00","22","19.1","0.73","5","1","0.9","5","1","0","0","0","0","0","0","1","120","0.99","31OCT2019"
"4501","BronxCare Special Care Center","7000364N","5NYC","1265 Fulton Avenue","","Bronx","10456","Bronx","7185797000","#https://www.bronxcare.org/#","BronxCare Special Care Center","1276 Fulton Avenue","","Bronx","NY","10456","1","335753","1","Voluntary--Not for Profit Corporation","","","0.93","21OCT2020","","234","2","18","20","0","0.00","51","21.8","0.53","12","0","0.0","3","0","0","0","0","0","0","0","0","240","0.00","01JAN1960"
