"REG_SET_ID","TAG_NUMBER","CFR","TAG_TYPE","TAG_TITLE","TAG_TEXT"
"FF11","0851","483.70(q)(1)-(5)","R","PAYROLL BASED JOURNAL","§483.70(q) Mandatory submission of staffing information based on payroll data in a uniform format. 
Long-term care facilities must electronically submit to CMS complete and accurate direct care staffing information, including information for agency and contract staff, based on payroll and other verifiable and auditable data in a uniform format according to specifications established by CMS.

§483.70(q)(1) Direct Care Staff. 
Direct Care Staff are those individuals who, through interpersonal contact with residents or resident care management, provide care and services to allow residents to attain or maintain the highest practicable physical, mental, and psychosocial well-being. Direct care staff does not include individuals whose primary duty is maintaining the physical environment of the long term care facility (for example, housekeeping).

§483.70(q)(2) Submission requirements. 
The facility must electronically submit to CMS complete and accurate direct care staffing information, including the following:
(i) The category of work for each person on direct care staff (including, but not limited to, whether the individual is a registered nurse, licensed practical nurse, licensed vocational nurse, certified nursing assistant, therapist, or other type of medical personnel as specified by CMS);
(ii) Resident census data; and
(iii) Information on direct care staff turnover and tenure, and on the hours of care provided by each category of staff per resident per day (including, but not limited to, start date, end date (as applicable), and hours worked for each individual).

§483.70(q)(3) Distinguishing employee from agency and contract staff. 
When reporting information about direct care staff, the facility must specify whether the individual is an employee of the facility, or is engaged by the facility under contract or through an agency.

§483.70(q)(4) Data format. 
The facility must submit direct care staffing information in the uniform format specified by CMS.

§483.70(q)(5) Submission schedule. 
The facility must submit direct care staffing information on the schedule specified by CMS, but no less frequently than quarterly."
"FF11","0865","483.75(a)(2)(h)(i)","R","QAPI PRGM/PLAN, DISCLOSURE/GOOD FAITH ATTMPT","§483.75(a) Quality assurance and performance improvement (QAPI) program.

§483.75(a)(2) Present its QAPI plan to the State Survey Agency no later than 1 year after the promulgation of this regulation;

§483.75(h) Disclosure of information.  
A State or the Secretary may not require disclosure of the records of such committee except in so far as such disclosure is related to the compliance of such committee with the requirements of this section.

§483.75(i) Sanctions. 
Good faith attempts by the committee to identify and correct quality deficiencies will not be used as a basis for sanctions."
"FF11","0867","483.75(g)(2)(ii)","R","QAPI/QAA IMPROVEMENT ACTIVITIES","§483.75(g) Quality assessment and assurance.

§483.75(g)(2) The quality assessment and assurance committee must:
(ii) Develop and implement appropriate plans of action to correct identified quality deficiencies;"
"FF11","0868","483.75(g)(1)(i)-(iii)(2)(i)","R","QAA COMMITTEE","§483.75(g) Quality assessment and assurance. 
§483.75(g)(1) A facility must maintain a quality assessment and assurance committee consisting at a minimum of: 
(i) The director of nursing services;
(ii) The Medical Director or his/her designee;
(iii) At least three other members of the facility's staff, at least one of who must be the administrator, owner, a board member or other individual in a leadership role;

§483.75(g)(2) The quality assessment and assurance committee must:
(i) Meet at least quarterly and as needed to identifying issues with respect to which quality assessment and assurance activities are necessary."
"FF11","0880","483.80(a)(1)(2)(4)(e)(f)","R","INFECTION PREVENTION & CONTROL","§483.80 Infection Control
The facility must establish and maintain an infection prevention and control program designed to provide a safe, sanitary and comfortable environment and to help prevent the development and transmission of communicable diseases and infections.

§483.80(a) Infection prevention and control program. 
The facility must establish an infection prevention and control program (IPCP) that must include, at a minimum, the following elements: 

§483.80(a)(1) A system for preventing, identifying, reporting, investigating, and controlling infections and communicable diseases for all residents, staff, volunteers, visitors, and other individuals providing services under a contractual arrangement based upon the facility assessment conducted according to §483.70(e) and following accepted national standards;

§483.80(a)(2) Written standards, policies, and procedures for the program, which must include, but are not limited to:
(i) A system of surveillance designed to identify possible communicable diseases or 
infections before they can spread to other persons in the facility;
(ii) When and to whom possible incidents of communicable disease or infections should be reported;
(iii) Standard and transmission-based precautions to be followed to prevent spread of infections;
(iv)When and how isolation should be used for a resident; including but not limited to:
(A) The type and duration of the isolation, depending upon the infectious agent or organism involved, and 
(B) A requirement that the isolation should be the least restrictive possible for the resident under the circumstances.  
(v) The circumstances under which the facility must prohibit employees with a communicable disease or infected skin lesions from direct contact with residents or their food, if direct contact will transmit the disease; and
(vi)The hand hygiene procedures to be followed by staff involved in direct resident contact.

§483.80(a)(4) A system for recording incidents identified under the facility's IPCP and the corrective actions taken by the facility. 

§483.80(e) Linens.  
Personnel must handle, store, process, and transport linens so as to prevent the spread of infection.  

§483.80(f) Annual review.  
The facility will conduct an annual review of its IPCP and update their program, as necessary."
"FF11","0881","483.80(a)(3)","R","ANTIBIOTIC STEWARDSHIP PROGRAM","§483.80(a) Infection prevention and control program.
The facility must establish an infection prevention and control program (IPCP) that must include, at a minimum, the following elements: 

§483.80(a)(3) An antibiotic stewardship program that includes antibiotic use protocols and a system to monitor antibiotic use."
"FF11","0882","","R","INFECTION PREVENTIONIST QUALIFICATIONS/ROLE","§483.80(b) Infection preventionist 
The facility must designate one or more individual(s) as the infection preventionist(s) (IP)(s) who are responsible for the facility's IPCP. The IP must: 

§483.80(b)(1) Have primary professional training in nursing, medical technology, microbiology, epidemiology, or other related field; 

§483.80(b)(2) Be qualified by education, training, experience or certification; 

§483.80(b)(3) Work at least part-time at the facility; and

§483.80(b)(4) Have completed specialized training in infection prevention and control. 

§483.80 (c) IP participation on quality assessment and assurance committee. 
The individual designated as the IP, or at least one of the individuals if there is more than one IP, must be a member of the facility's quality assessment and assurance committee and report to the committee on the IPCP on a regular basis."
"FF11","0883","483.80(d)(1)(2)","R","INFLUENZA AND PNEUMOCOCCAL IMMUNIZATIONS","§483.80(d) Influenza and pneumococcal immunizations
§483.80(d)(1) Influenza. The facility must develop policies and procedures to ensure that-
(i) Before offering the influenza immunization, each resident or the resident's representative receives education regarding the benefits and potential side effects of the immunization;
(ii) Each resident is offered an influenza immunization October 1 through March 31 annually, unless the immunization is medically contraindicated or the resident has already been immunized during this time period;
(iii) The resident or the resident's representative has the opportunity to refuse immunization; and
(iv)The resident's medical record includes documentation that indicates, at a minimum, the following:
(A) That the resident or resident's representative was provided education regarding the benefits and potential side effects of influenza immunization; and
(B) That the resident either received the influenza immunization or did not receive the influenza immunization due to medical contraindications or refusal.

§483.80(d)(2) Pneumococcal disease. The facility must develop policies and procedures to ensure that-
(i) Before offering the pneumococcal immunization, each resident or the resident's representative receives education regarding the benefits and potential side effects of the immunization; 
(ii) Each resident is offered a pneumococcal immunization, unless the immunization is medically contraindicated or the resident has already been immunized; 
(iii) The resident or the resident's representative has the opportunity to refuse immunization; and
(iv)The resident's medical record includes documentation that indicates, at a minimum, the following:
(A) That the resident or resident's representative was provided education regarding the benefits and potential side effects of pneumococcal immunization; and
(B) That the resident either received the pneumococcal immunization or did not receive the pneumococcal immunization due to medical contraindication or refusal."
"FF11","0885","","R","REPORTING-RESIDENTS,REPRESENTATIVES&FAMILIES","§483.80(g) COVID-19 reporting. The facility must—

§483.80(g)(3) Inform residents, their representatives, and families of those residing in facilities by 5 p.m. the next calendar day following the occurrence of either a single confirmed infection of COVID-19, or three or more residents or staff with new-onset of respiratory symptoms occurring within 72 hours of each other. This information must— 

(i) Not include personally identifiable information; 
(ii) Include information on mitigating actions implemented to prevent or reduce the risk of transmission, including if normal operations of the facility will be altered; and 
(iii) Include any cumulative updates for residents, their representatives, and families at least weekly or by 5 p.m. the next calendar day following the subsequent occurrence of either: each time a confirmed infection of COVID-19 is identified, or whenever three or more residents or staff with new onset of respiratory symptoms occur within 72 hours of each other."
"FF11","0886","","R","COVID-19 TESTING-RESIDENTS & STAFF","§483.80 (h) COVID-19 Testing. The LTC facility must test residents and facility staff, including
individuals providing services under arrangement and volunteers, for COVID-19. At a minimum,
for all residents and facility staff, including individuals providing services under arrangement
and volunteers, the LTC facility must:

§483.80 (h)((1) Conduct testing based on parameters set forth by the Secretary, including but not
limited to:
(i) Testing frequency;
(ii) The identification of any individual specified in this paragraph diagnosed with
COVID-19 in the facility;
(iii) The identification of any individual specified in this paragraph with symptoms
consistent with COVID-19 or with known or suspected exposure to COVID-19;
(iv) The criteria for conducting testing of asymptomatic individuals specified in this
paragraph, such as the positivity rate of COVID-19 in a county;
(v) The response time for test results; and
(vi) Other factors specified by the Secretary that help identify and prevent the
transmission of COVID-19.

§483.80 (h)((2) Conduct testing in a manner that is consistent with current standards of practice for
conducting COVID-19 tests;

§483.80 (h)((3) For each instance of testing:
(i) Document that testing was completed and the results of each staff test; and
(ii) Document in the resident records that testing was offered, completed (as appropriate
to the resident’s testing status), and the results of each test.

§483.80 (h)((4) Upon the identification of an individual specified in this paragraph with symptoms
consistent with COVID-19, or who tests positive for COVID-19, take actions to prevent the
transmission of COVID-19.

§483.80 (h)((5) Have procedures for addressing residents and staff, including individuals providing
services under arrangement and volunteers, who refuse testing or are unable to be tested.

§483.80 (h)((6) When necessary, such as in emergencies due to testing supply shortages, contact state
and local health departments to assist in testing efforts, such as obtaining testing supplies or
processing test results."
"FF11","0908","483.90(d)(2)","R","ESSENTIAL EQUIPMENT, SAFE OPERATING CONDITION","§483.90(d)(2) Maintain all mechanical, electrical, and patient care equipment in safe operating condition."
"FF11","0909","483.90(d)(3)","R","RESIDENT BED","§483.90(d)(3) Conduct Regular inspection of all bed frames, mattresses, and bed rails, if any, as part of a regular maintenance program to identify areas of possible entrapment.  When bed rails and mattresses are used and purchased separately from the bed frame, the facility must ensure that the bed rails, mattress, and bed frame are compatible."
"FF11","0911","483.90(e)(1)(i)","R","BEDROOM NUMBER OF RESIDENTS","§483.90 (e)(1) Bedrooms must  

§483.90(e)(1)(i) Accommodate no more than four residents.  For facilities that receive approval of construction or reconstruction plans by State and local authorities or are newly certified after November 28, 2016, bedrooms must accommodate no more than two residents."
"FF11","0912","483.90(e)(1)(ii)","R","BEDROOMS MEASURE AT LEAST 80 SQ FT/RESIDENT","§483.90(e)(1)(ii) Measure at least 80 square feet per resident in multiple resident bedrooms, and at least 100 square feet in single resident rooms;"
"FF11","0917","483.10(i)(4); 483.90(e)(2)(3)","R","RESIDENT ROOM BED/FURNITURE/CLOSET","§483.10(i)(4) Private closet space in each resident room, as specified in §483.90
(e)(2)(iv) 

§483.90(e)(2) -The facility must provide each resident with--
(i) A separate bed of proper size and height for the safety and convenience of the resident;
(ii) A clean, comfortable mattress;
(iii) Bedding, appropriate to the weather and climate; and
(iv) Functional furniture appropriate to the resident's needs, and individual closet space in the resident's bedroom with clothes racks and shelves accessible to the resident.

§483.90(e)(3) CMS, or in the case of a nursing facility the survey agency, may permit variations in requirements specified in paragraphs (e)(1) (i) and (ii) of this section relating to rooms in individual cases when the facility demonstrates in writing that the variations  
(i) Are in accordance with the special needs of the residents; and
(ii) Will not adversely affect residents' health and safety."
"FF11","0919","483.90(g)(2)","R","RESIDENT CALL SYSTEM","§483.90(g) Resident Call System
The facility must be adequately equipped to allow residents to call for staff assistance through a communication system which relays the call directly to a staff member or to a centralized staff work area.

§483.90(g)(2) Toilet and bathing facilities."
"FF11","0920","483.90(h)(1)-(4)","R","REQUIREMENTS FOR DINING AND ACTIVITY ROOMS","§483.90(h) Dining and Resident Activities
The facility must provide one or more rooms designated for resident dining and activities.

These rooms must--
§483.90(h)(1) Be well lighted;

§483.90(h)(2) Be well ventilated;

§483.90(h)(3) Be adequately furnished; and

§483.90(h)(4) Have sufficient space to accommodate all activities."
"FF11","0921","483.90(i)","R","SAFE/FUNCTIONAL/SANITARY/COMFORTABLE ENVIRON","§483.90(i) Other Environmental Conditions
The facility must provide a safe, functional, sanitary, and comfortable environment for residents, staff and the public."
"FF11","0923","483.90(i)(2)","R","VENTILATION","§483.90(i)(2) Have adequate outside ventilation by means of windows, or mechanical ventilation, or a combination of the two."
"FF11","0924","483.90(i)(3)","R","CORRIDORS HAVE FIRMLY SECURED HANDRAILS","§483.90(i)(3) Equip corridors with firmly secured handrails on each side."
"FF11","0925","483.90(i)(4)","R","MAINTAINS EFFECTIVE PEST CONTROL PROGRAM","§483.90(i)(4) Maintain an effective pest control program so that the facility is free of pests and rodents."
"FF11","0926","483.90(i)(5)","R","SMOKING POLICIES","§483.90(i)(5) Establish policies, in accordance with applicable Federal, State, and local laws and regulations, regarding smoking, smoking areas, and smoking safety that also take into account nonsmoking residents."
"FF11","0943","483.95(c)(1)-(3)","R","ABUSE, NEGLECT, AND EXPLOITATION TRAINING","§483.95(c) Abuse, neglect, and exploitation. 
In addition to the freedom from abuse, neglect, and exploitation requirements in § 483.12, facilities must also provide training to their staff that at a minimum educates staff on-

§483.95(c)(1) Activities that constitute abuse, neglect, exploitation, and misappropriation of resident property as set forth at § 483.12.

§483.95(c)(2) Procedures for reporting incidents of abuse, neglect, exploitation, or the misappropriation of resident property

§483.95(c)(3) Dementia management and resident abuse prevention."
"FF11","0947","483.95(g)(1)-(4)","R","REQUIRED IN-SERVICE TRAINING FOR NURSE AIDES","§483.95(g) Required in-service training for nurse aides. 
In-service training must-

§483.95(g)(1) Be sufficient to ensure the continuing competence of nurse aides, but must be no less than 12 hours per year.

§483.95(g)(2) Include dementia management training and resident abuse prevention training.

§483.95(g)(3) Address areas of weakness as determined in nurse aides' performance reviews and facility assessment at § 483.70(e) and may address the special needs of residents as determined by the facility staff. 

§483.95(g)(4) For nurse aides providing services to individuals with cognitive impairments, also address the care of the cognitively impaired."
"K202","0211","NFPA 101","S","LIFE SAFETY CODE STANDARD","Where Alcohol Based Hand Rub (ABHR) dispensers are installed in a corridor:
o The corridor is at least 6 feet wide
o The maximum individual fluid dispenser capacity shall be 1.2 liters (2 liters in suites of rooms)
o The dispensers shall have a minimum spacing of 4 ft from each other
o Not more than 10 gallons are used in a single smoke compartment outside a storage cabinet.
o Dispensers are not installed over or adjacent to an ignition source.
o If the floor is carpeted, the building is fully sprinklered.      18.3.2.7, CFR 403.744, 418.100, 460.72, 482.41, 483.70, 483.623, 485.623


"
"K301","0056","NFPA 101","S","LIFE SAFETY CODE STANDARD","Where required by section 19.1.6, Health care facilities shall be protected throughout by an approved, supervised automatic sprinkler system in accordance with section 9.7. Required sprinkler systems are equipped with water flow and tamper switches which are electrically interconnected to the building fire alarm. In Type I and II construction, alternative protection measures shall be permitted to be substituted for sprinkler protection in specific areas where State or local regulations prohibit sprinklers. 19.3.5, 19.3.5.1, NPFA 13"
"K301","0062","NFPA 101","S","LIFE SAFETY CODE STANDARD","Required automatic sprinkler systems are continuously maintained in reliable operating condition and are inspected and tested periodically.     19.7.6, 4.6.12, NFPA 13, NFPA 25, 9.7.5"
"K301","0147","NFPA 101","S","LIFE SAFETY CODE STANDARD","Electrical wiring and equipment shall be in accordance with National Electrical Code. 9-1.2 (NFPA 99) 18.9.1, 19.9.1"
"K307","0100","NFPA 101","S","GENERAL REQUIREMENTS - OTHER","General Requirements - Other
List in the REMARKS section any LSC Section 18.1 and 19.1 General Requirements that are not addressed by the provided K-tags, but are deficient. This information, along with the applicable Life Safety Code or NFPA standard citation, should be included on Form CMS-2567."
"K307","0111","NFPA 101","S","BUILDING REHABILITATION","Building Rehabilitation
Repair, Renovation, Modification, or Reconstruction
Any building undergoing repair, renovation, modification, or reconstruction complies with both of the following:
* Requirements of Chapter 18 and 19
* Requirements of the applicable Sections 43.3, 43.4, 43.5, and 43.6
18.1.1.4.3, 19.1.1.4.3, 43.1.2.1
Change of Use or Change of Occupancy
Any building undergoing change of use or change of occupancy classification complies with the requirements of Section 43.7, unless permitted by 18.1.1.4.2 or 19.1.1.4.2
18.1.1.4.2 (4.6.7 and 4.6.11), 19.1.1.4.2 (4.6.7 and 4.6.11), 43.1.2.2 (43.7)
Additions
Any building undergoing an addition shall comply with the requirements of Section 43.8. If the building has a common wall with a nonconforming building, the common wall is a fire barrier having at least a 2-hour fire resistance rating constructed of materials as required for the addition.
Communicating openings occur only in corridors and are protected by approved self-closing fire doors with at least a 1-1/2-hour fire resistance rating. Additions comply with the requirements of Section 43.8.
18.1.1.4.1 (4.6.7 and 4.6.11), 18.1.1.4.1.1 (8.3), 18.1.1.4.1.2, 18.1.1.4.1.3, 19.1.1.4.1 (4.6.7 and 4.6.11), 19.1.1.4.1.1 (8.3), 19.1.1.4.1.2, 19.1.1.4.1.3, 43.1.2.3(43.8)"
"K307","0131","NFPA 101","S","MULTIPLE OCCUPANCIES","Multiple Occupancies - Sections of Health Care Facilities 
Sections of health care facilities classified as other occupancies meet all of the following: 

o   They are not intended to serve four or more inpatients for purposes of housing, treatment, or customary access. 
o   They are separated from areas of health care occupancies by 
     construction having a minimum two hour fire resistance rating in
     accordance with Chapter 8. 
o   The entire building is protected throughout by an approved, supervised
     automatic sprinkler system in accordance with Section 9.7. 

Hospital outpatient surgical departments are required to be classified as an Ambulatory Health Care Occupancy regardless of the number of patients served. 
19.1.3.3, 42 CFR 482.41, 42 CFR 485.623"
"K307","0132","NFPA 101","S","MULTIPLE OCCUPANCIES - CONTIGUOUS NON-HEALTH","Multiple Occupancies - Contiguous Non-Health Care Occupancies
Non-health care occupancies that are located immediately next to a Health Care Occupancy, but are primarily intended to provide outpatient services are permitted to be classified as Business or Ambulatory Health Care Occupancies, provided the facilities are separated by construction having not less than 2-hour fire resistance-rated construction, and are not intended to provide services simultaneously for four or more inpatients. Outpatient surgical departments must be classified as Ambulatory Health Care Occupancy regardless of the number of patients served.
18.1.3.4.1, 19.1.3.4.1"
"K307","0133","NFPA 101","S","MULTIPLE OCCUPANCIES - CONSTRUCTION TYPE","Multiple Occupancies - Construction Type
Where separated occupancies are in accordance with 18/19.1.3.2 or 18/19.1.3.4, the most stringent construction type is provided throughout the building, unless a 2-hour separation is provided in accordance with 8.2.1.3, in which case the construction type is determined as follows:
* The construction type and supporting construction of the health care occupancy is based on the story in which it is located in the building in accordance with 18/19.1.6 and Tables 18/19.1.6.1
* The construction type of the areas of the building enclosing the other occupancies shall be based on the applicable occupancy chapters.
18.1.3.5, 19.1.3.5, 8.2.1.3"
"K307","0161","NFPA 101","S","BUILDING CONSTRUCTION TYPE AND HEIGHT","Building Construction Type and Height
2012 EXISTING
Building construction type and stories meets Table 19.1.6.1, unless otherwise permitted by 19.1.6.2 through 19.1.6.7
19.1.6.4, 19.1.6.5

		Construction Type		
1		I (442), I (332), II (222)	Any number of stories     
					non-sprinklered and sprinklered			
					
2		II (111)			One story non-sprinklered 
					Maximum 3 stories sprinklered
	
3		II (000)	  		Not allowed non-sprinklered 	
4		III (211)			Maximum 2 stories sprinklered
5		IV (2HH)		
6		V (111)	
	
7		III (200)			Not allowed non-sprinklered 	
8		V (000)			Maximum 1 story sprinklered
Sprinklered stories must be sprinklered throughout by an approved, supervised automatic system in accordance with section 9.7. (See 19.3.5)
Give a brief description, in REMARKS, of the construction, the number of stories, including basements, floors on which patients are located, location of smoke or fire barriers and dates of approval. Complete sketch or attach small floor plan of the building as appropriate."
"K307","0162","NFPA 101","S","ROOFING SYSTEMS INVOLVING COMBUSTIBLES","Roofing Systems Involving Combustibles 
2012 EXISTING 
Buildings of Type I (442), Type I (332), Type II (222), or Type II (111) having roof systems employing combustible roofing supports, decking or roofing meet the following: 
1.   Roof covering meets Class C requirements. 
2.   Roof is separated from occupied building portions with a noncombustible floor assembly using not less than 2 1/2 inches concrete or gypsum fill. 
3.   Attic or other space is either unoccupied or protected throughout by an approved automatic sprinkler system. 
19.1.6.2*, ASTM E108, ANSI/UL 790"
"K307","0200","NFPA 101","S","MEANS OF EGRESS REQUIREMENTS - OTHER","Means of Egress Requirements - Other
List in the REMARKS section any LSC Section 18.2 and 19.2 Means of Egress requirements that are not addressed by the provided K-tags, but are deficient. This information, along with the applicable Life Safety Code or NFPA standard citation, should be included on Form CMS-2567.
18.2, 19.2



"
"K307","0211","NFPA 101","S","MEANS OF EGRESS - GENERAL","Means of Egress - General
Aisles, passageways, corridors, exit discharges, exit locations, and accesses are in accordance with Chapter 7, and the means of egress is continuously maintained free of all obstructions to full use in case of emergency, unless modified by 18/19.2.2 through 18/19.2.11. 
18.2.1, 19.2.1, 7.1.10.1"
"K307","0221","NFPA 101","S","PATIENT SLEEPING ROOM DOORS","Patient Sleeping Room Doors
Locks on patient sleeping room doors are not permitted unless the key-locking device that restricts access from the corridor does not restrict egress from the patient room, or the locking arrangement is permitted for patient clinical, security or safety needs in accordance with 18.2.2.2.5 or 19.2.2.2.5.
18.2.2.2, 19.2.2.2, TIA 12-4"
"K307","0222","NFPA 101","S","EGRESS DOORS","Egress Doors
Doors in a required means of egress shall not be equipped with a latch or a lock that requires the use of a tool or key from the egress side unless using one of the following special locking arrangements:
CLINICAL NEEDS OR SECURITY THREAT LOCKING  
Where special locking arrangements for the clinical security needs of the patient are used, only one locking device shall be permitted on each door and provisions shall be made for the rapid removal of occupants by: remote control of locks; keying of all locks or keys carried by staff at all times; or other such reliable means available to the staff at all times.
18.2.2.2.5.1, 18.2.2.2.6, 19.2.2.2.5.1, 19.2.2.2.6
SPECIAL NEEDS LOCKING ARRANGEMENTS 
Where special locking arrangements for the safety needs of the patient are used, all of the Clinical or Security Locking requirements are being met. In addition, the locks must be electrical locks that fail safely so as to release upon loss of power to the device; the building is protected by a supervised automatic sprinkler system and the locked space is protected by a complete smoke detection system (or is constantly monitored at an attended location within the locked space); and both the sprinkler and detection systems are arranged to unlock the doors upon activation. 
18.2.2.2.5.2, 19.2.2.2.5.2, TIA 12-4
DELAYED-EGRESS LOCKING ARRANGEMENTS  
Approved, listed delayed-egress locking systems installed in accordance with 7.2.1.6.1 shall be permitted on door assemblies serving low and ordinary hazard contents in buildings protected throughout by an approved, supervised automatic fire detection system or an approved, supervised automatic sprinkler system. 
18.2.2.2.4, 19.2.2.2.4
ACCESS-CONTROLLED EGRESS LOCKING ARRANGEMENTS 
Access-Controlled Egress Door assemblies installed in accordance with 7.2.1.6.2 shall be permitted.
18.2.2.2.4, 19.2.2.2.4
ELEVATOR LOBBY EXIT ACCESS LOCKING ARRANGEMENTS 
Elevator lobby exit access door locking in accordance with 7.2.1.6.3 shall be permitted on door assemblies in buildings protected throughout by an approved, supervised automatic fire detection system and an approved, supervised automatic sprinkler system. 
18.2.2.2.4, 19.2.2.2.4"
"K307","0223","NFPA 101","S","DOORS WITH SELF-CLOSING DEVICES","Doors with Self-Closing Devices
Doors in an exit passageway, stairway enclosure, or horizontal exit, smoke barrier, or hazardous area enclosure are self-closing and kept in the closed position, unless held open by a release device complying with 7.2.1.8.2 that automatically closes all such doors throughout the smoke compartment or entire facility upon activation of:
* Required manual fire alarm system; and 
* Local smoke detectors designed to detect smoke passing through the opening or a required smoke detection system; and 
* Automatic sprinkler system, if installed; and 
* Loss of power.
18.2.2.2.7, 18.2.2.2.8, 19.2.2.2.7, 19.2.2.2.8"
"K307","0224","NFPA 101","S","HORIZONTAL SLIDING DOORS","Horizontal-Sliding Doors 
Horizontal-sliding doors permitted by 7.2.1.14 that are not automatic-closing are limited to a single leaf and shall have a latch or other mechanism to ensure the door will not rebound. 
Horizontal-sliding doors serving an occupant load fewer than 10 shall be permitted, providing all of the following criteria are met: 
o    Area served by the door has no high hazard contents.
o    Door is operable from either side without special knowledge or effort.
o    Force required to operate the door in the direction of travel is less than or equal to 30 lbf to set the door in motion and less than or equal to 15 lbf to close or open to the required width.
o    Assembly is appropriately fire rated, and where rated, is self-closing or automatic-closing by smoke detection per 7.2.1.8, and installed per NFPA 80.
o    Where required to latch, the door has a latch or other mechanism to ensure the door will not rebound.
19.2.2.2.10"
"K307","0225","NFPA 101","S","STAIRWAYS AND SMOKEPROOF ENCLOSURES","Stairways and Smokeproof Enclosures
Stairways and Smokeproof enclosures used as exits are in accordance with 7.2.
18.2.2.3, 18.2.2.4, 19.2.2.3, 19.2.2.4, 7.2



"
"K307","0227","NFPA 101","S","RAMPS AND OTHER EXITS","Ramps and Other Exits
Ramps, exit passageways, fire and slide escapes, alternating tread devices, and areas of refuge are in accordance with the provisions 7.2.5 through 7.2.12.
18.2.2.6 to 18.2.2.10 or 19.2.2.6 to 19.2.2.10



"
"K307","0232","NFPA 101","S","AISLE, CORRIDOR, OR RAMP WIDTH","Aisle, Corridor or Ramp Width
2012 EXISTING
The width of aisles or corridors (clear or unobstructed) serving as exit access shall be at least 4 feet and maintained to provide the convenient removal of nonambulatory patients on stretchers, except as modified by 19.2.3.4, exceptions 1-5.
19.2.3.4, 19.2.3.5"
"K307","0233","NFPA 101","S","CLEAR WIDTH OF EXIT AND EXIT ACCESS DOORS","Clear Width of Exit and Exit Access Doors
2012 EXISTING
Exit access doors and exit doors are of the swinging type and are at least 32 inches in clear width. Exceptions are provided for existing 34-inch doors and for existing 28-inch doors where the fire plan does not require evacuation by bed, gurney, or wheelchair. 
19.2.3.6, 19.2.3.7"
"K307","0241","NFPA 101","S","NUMBER OF EXITS - STORY AND COMPARTMENT","Number of Exits - Story and Compartment
Not less than two exits, remote from each other, and accessible from every part of every story are provided for each story. Each smoke compartment shall likewise be provided with two distinct egress paths to exits that do not require the entry into the same adjacent smoke compartment.
18.2.4.1-18.2.4.4, 19.2.4.1-19.2.4.4"
"K307","0251","NFPA 101","S","DEAD-END CORRIDORS AND COMMON PATH OF TRAVEL","Dead-End Corridors and Common Path of Travel
2012 EXISTING
Dead-end corridors shall not exceed 30 feet. Existing dead-end corridors greater than 30 feet shall be permitted to be continued to be used if it is impractical and unfeasible to alter them.
19.2.5.2"
"K307","0252","NFPA 101","S","NUMBER OF EXITS - CORRIDORS","Number of Exits - Corridors
Every corridor shall provide access to not less than two approved exits in accordance with Sections 7.4 and 7.5 without passing through any intervening rooms or spaces other than corridors or lobbies.
18.2.5.4, 19.2.5.4



"
"K307","0253","NFPA 101","S","NUMBER OF EXITS - PATIENT SLEEPING AND NON-SL","Number of Exits - Patient Sleeping and Non-Sleeping Rooms
Patient sleeping rooms of more than 1,000 square feet or nonsleeping rooms of more than 2,500 square feet have at least two exit access doors remotely located from each other. 
18.2.5.5.1, 18.2.5.5.2, 19.2.5.5.1, 19.2.5.5.2"
"K307","0254","NFPA 101","S","CORRIDOR ACCESS","Corridor Access
All habitable rooms not within suites have a door leading directly outside to grade or have a door leading to an exit access corridor. Patient sleeping rooms with less than eight patient beds may have one room intervening to reach an exit access corridor provided the intervening room is equipped with an approved automatic smoke detection system. 
18.2.5.6.1 through 18.2.5.6.4, 19.2.5.6.1 through 19.2.5.6.4



"
"K307","0255","NFPA 101","S","SUITE SEPARATION, HAZARDOUS CONTENT, AND SUBD","Suite Separation, Hazardous Content, and Subdivision
All suites are separated from the remainder of the building (including from other suites) by construction meeting the separation provisions for corridor construction (18.3.6.2-18.3.6.5 or 19.3.6.2-19.3.6.5). Existing approved barriers shall be allowed to continue to be used provided they limit the transfer of smoke. Intervening rooms have no hazardous areas and hazardous areas within suites comply with 18/19.2.5.7.1.3. Subdivision of suites shall be by noncombustible or limited-combustible construction.
18.2.5.7.1.2 through 18.2.5.7.1.4, 19.2.5.7.1.2, 19.2.5.7.1.3, 19.2.5.7.1.4"
"K307","0256","NFPA 101","S","SLEEPING SUITES","Sleeping Suites
Occupants shall have exit access to a corridor or direct access to a horizontal exit. Where greater than or equal to 2 exits are required, one exit access door may be to a stairway, passageway or to the exterior. Suites shall be provided with constant staff supervision. Staff shall have direct visual supervision of patient sleeping rooms, from a constantly attended location or the room shall be provided with an automatic smoke detection system. 
Suites more than 1,000 square feet shall have 2 or more remote exits. One means of egress from the suite shall be to a corridor and one may be into an adjacent suite separated in accordance with corridor requirements. 
Suites shall not exceed the following size limitations:
* 5,000 square feet if the suite is not fully smoke detected or fully sprinklered
* 7,500 square feet if the suite is either fully smoke detected or fully sprinklered
* 10,000 square feet if the suite is both fully smoke detected and fully sprinklered and the sleeping rooms have direct supervision from a constantly attended location
Travel distance between any point in a suite to exit access shall not exceed 100 feet and distance to an exit shall not exceed 150 feet (200 feet if building is fully sprinklered).
18.2.5.7.2, 19.2.5.7.2"
