"FACILITY_ID","SURVEY_ID","INITIAL_SURVEY_DATE","SURVEY_TYPE","TOTAL_VISITS_REQUIRED"
"839","5XBQ","08/23/2019","COMPLAINT","2"
"839","9ITS","05/22/2017","CERTIFICATION","2"
"839","9LN4","03/27/2019","COMPLAINT","2"
"839","CKV5","10/08/2019","COMPLAINT","2"
"839","E295","01/13/2020","COMPLAINT","2"
"839","P6VC","03/13/2019","CERTIFICATION/COMPLAINT","2"
"839","SIUM","05/22/2020","COMPLAINT","1"
"839","WUZ1","08/28/2020","COMPLAINT","1"
"840","2SWF","05/08/2017","CERTIFICATION","2"
"840","QEKR","06/12/2020","COMPLAINT","1"
"840","QFBI","01/31/2019","CERTIFICATION","2"
"841","7HK2","01/12/2018","CERTIFICATION","2"
"841","EGN5","09/24/2020","COMPLAINT","1"
"841","F7TA","09/26/2019","CERTIFICATION","2"
"841","JHV0","05/30/2020","COMPLAINT","1"
"841","NW9H","07/20/2020","COMPLAINT","1"
"843","DX94","05/27/2020","COMPLAINT","1"
"843","NU4H","06/18/2019","CERTIFICATION/COMPLAINT","2"
"843","NYJF","08/24/2017","CERTIFICATION","2"
"843","OL1M","08/13/2020","COMPLAINT","1"
"843","T4C4","06/07/2019","COMPLAINT","2"
"843","UL1Q","08/07/2018","COMPLAINT","2"
"843","YHKD","09/16/2020","COMPLAINT","1"
"846","1FDK","03/25/2019","CERTIFICATION/COMPLAINT","2"
"846","DR9J","12/16/2016","COMPLAINT","2"
"846","JEDD","06/05/2020","COMPLAINT","1"
"846","L28J","06/01/2017","CERTIFICATION/COMPLAINT","2"
"846","Z47O","07/17/2020","COMPLAINT","1"
"856","4Q2J","12/06/2019","COMPLAINT","2"
"856","7BQ8","06/15/2020","COMPLAINT","2"
"856","CEPK","08/26/2020","COMPLAINT","1"
"856","HFLD","10/12/2017","CERTIFICATION","2"
"856","RPD8","11/28/2018","COMPLAINT","2"
"856","TK4M","08/30/2019","CERTIFICATION/COMPLAINT","2"
"859","4GUO","06/08/2018","COMPLAINT","2"
"859","9O3E","06/15/2020","COMPLAINT","1"
"859","J19I","09/21/2020","COMPLAINT","1"
"859","NNUY","12/18/2017","CERTIFICATION/COMPLAINT","2"
"859","PMS1","05/17/2019","CERTIFICATION","2"
"863","FG4B","05/23/2018","COMPLAINT","2"
"863","HH9P","02/08/2019","CERTIFICATION/COMPLAINT","2"
"863","V618","10/19/2017","CERTIFICATION","2"
"863","Z3Y7","06/16/2020","COMPLAINT","1"
"867","433E","09/23/2020","COMPLAINT","1"
"867","EQTY","11/18/2016","CERTIFICATION/COMPLAINT","2"
"867","J6B2","09/10/2020","COMPLAINT","1"
"867","L4UT","09/27/2019","CERTIFICATION/COMPLAINT","2"
"867","U5TS","06/10/2020","COMPLAINT","1"
"867","XM9Q","03/02/2018","CERTIFICATION/COMPLAINT","2"
"871","2Q6V","11/01/2019","CERTIFICATION","2"
"871","2SDX","03/21/2017","COMPLAINT","2"
"871","4R6S","01/13/2017","CERTIFICATION/COMPLAINT","2"
"871","4U22","04/22/2020","COMPLAINT","1"
"871","I49L","09/13/2019","COMPLAINT","2"
"871","IK2I","04/16/2019","COMPLAINT","2"
"871","M7OK","05/01/2017","COMPLAINT","2"
"871","QJCE","08/06/2020","COMPLAINT","2"
"871","U018","07/29/2020","COMPLAINT","1"
"871","U5L8","03/30/2018","CERTIFICATION/COMPLAINT","2"
"875","3CGN","06/02/2020","COMPLAINT","1"
"875","6TOE","01/30/2018","COMPLAINT","2"
"875","8F2K","03/21/2017","CERTIFICATION/COMPLAINT","2"
"875","9B3M","05/16/2019","COMPLAINT","2"
"875","D8GO","07/13/2018","CERTIFICATION/COMPLAINT","3"
"875","HJS5","12/12/2019","CERTIFICATION/COMPLAINT","2"
"875","OQ1B","11/17/2017","COMPLAINT","2"
"875","Z1BT","08/05/2019","COMPLAINT","1"
"877","24Z3","09/21/2020","COMPLAINT","1"
"877","5W2N","09/24/2020","CERTIFICATION","1"
"877","9FLI","06/09/2020","COMPLAINT","1"
"877","GSFH","09/02/2020","COMPLAINT","1"
"877","HS68","01/25/2019","CERTIFICATION","2"
"877","LSGL","09/09/2019","COMPLAINT","2"
"877","XF08","08/10/2017","CERTIFICATION","2"
"881","90UE","11/02/2017","CERTIFICATION","2"
"881","B04F","05/01/2019","CERTIFICATION","2"
"881","DCTV","08/14/2020","COMPLAINT","2"
"881","EHON","03/01/2019","COMPLAINT","2"
"881","JHI8","06/15/2020","COMPLAINT","1"
"881","KC9D","05/07/2019","COMPLAINT","2"
"881","MRBJ","08/21/2020","COMPLAINT","1"
"881","P9XW","05/11/2017","COMPLAINT","2"
"888","3W94","05/18/2018","COMPLAINT","2"
"888","H6BJ","06/18/2020","COMPLAINT","1"
"888","IKXV","07/10/2017","COMPLAINT","1"
"888","JNIB","01/10/2020","CERTIFICATION","2"
"888","OALP","08/11/2020","COMPLAINT","1"
"888","RQZG","07/12/2017","CERTIFICATION","2"
"888","UUN3","07/15/2020","COMPLAINT","1"
"888","Z99S","12/21/2018","CERTIFICATION","2"
"892","1N70","05/22/2020","COMPLAINT","1"
"892","5DGD","10/16/2017","CERTIFICATION","2"
"892","OV38","01/15/2019","CERTIFICATION","2"
"895","0GML","06/23/2020","COMPLAINT","1"
"895","7U54","08/02/2018","CERTIFICATION","2"
"895","FRWP","03/17/2017","CERTIFICATION","1"
"895","NBS5","02/06/2020","CERTIFICATION","2"
"899","5501","08/23/2019","CERTIFICATION","2"
"899","N4PY","06/04/2020","COMPLAINT","1"
"899","PCZF","01/23/2017","CERTIFICATION","2"
"899","V2PY","10/16/2018","COMPLAINT","2"
"899","WQT3","04/27/2018","CERTIFICATION/COMPLAINT","2"
"908","02BY","03/09/2017","CERTIFICATION","2"
"908","COZT","04/10/2020","COMPLAINT","1"
"908","F2PD","11/06/2019","CERTIFICATION","2"
"908","I9R9","07/17/2018","CERTIFICATION","2"
"908","M3O6","06/25/2020","COMPLAINT","1"
"909","0ZN8","07/27/2018","CERTIFICATION","2"
"909","7FIC","06/22/2020","COMPLAINT","1"
"909","MO2J","03/29/2017","CERTIFICATION","2"
"909","NBVD","11/25/2019","CERTIFICATION","2"
"910","BX12","07/27/2017","CERTIFICATION","2"
"910","FJI8","06/08/2020","COMPLAINT","1"
"910","W6Q2","02/05/2019","CERTIFICATION","2"
"912","1Y48","07/28/2017","COMPLAINT","2"
"912","33QX","04/10/2019","CERTIFICATION","2"
"912","9SJU","05/07/2020","COMPLAINT","2"
"912","C18R","08/19/2020","COMPLAINT","2"
"912","IAZ7","08/06/2020","COMPLAINT","2"
"912","M28R","04/18/2019","COMPLAINT","2"
"912","SW1B","10/25/2017","CERTIFICATION","2"
"917","AL7K","05/24/2017","CERTIFICATION","2"
"917","DEWC","08/15/2018","CERTIFICATION","3"
"917","DWCP","06/18/2020","COMPLAINT","1"
"917","YCL7","11/15/2019","CERTIFICATION","2"
"919","3G0C","08/14/2019","CERTIFICATION","2"
"919","4F5S","08/26/2020","COMPLAINT","1"
"919","6Z9R","12/02/2016","CERTIFICATION","2"
"919","760L","04/03/2017","COMPLAINT","2"
"919","FX38","02/06/2018","CERTIFICATION","2"
"919","RVU5","07/23/2020","COMPLAINT","1"
"919","UJR5","04/24/2020","COMPLAINT","1"
"919","YCUB","12/12/2019","COMPLAINT","2"
"920","6R9N","08/20/2020","COMPLAINT","1"
"920","ETNM","08/28/2019","COMPLAINT","2"
"920","LEEB","05/21/2019","CERTIFICATION","2"
"920","N2R0","11/03/2017","CERTIFICATION","2"
"920","N4RP","06/04/2020","COMPLAINT","1"
"931","GSM6","02/10/2017","CERTIFICATION","2"
"931","OHPK","05/12/2020","COMPLAINT","1"
"931","RQGI","09/20/2019","CERTIFICATION","2"
"931","SKOZ","06/15/2018","CERTIFICATION/COMPLAINT","2"
"931","Z2L3","10/18/2019","COMPLAINT","2"
"932","8ZCJ","01/31/2017","CERTIFICATION","2"
"932","LTV7","06/06/2020","COMPLAINT","1"
"932","MMPZ","06/19/2018","CERTIFICATION","3"
"932","OKW5","09/27/2019","CERTIFICATION","2"
"932","RMRN","07/21/2017","COMPLAINT","2"
"932","X3V3","03/13/2017","COMPLAINT","2"
"934","4RYI","04/07/2017","CERTIFICATION","2"
"934","8MJI","05/21/2020","COMPLAINT","1"
"934","W33L","01/21/2020","CERTIFICATION","2"
"934","XAJH","06/16/2020","COMPLAINT","1"
"934","XDA3","09/26/2018","CERTIFICATION","2"
"935","DOT0","12/05/2017","COMPLAINT","2"
"935","G53X","09/12/2019","CERTIFICATION","2"
"935","P5EF","11/08/2016","CERTIFICATION","2"
"935","QUGF","02/20/2018","CERTIFICATION","3"
"935","R5G8","05/11/2020","COMPLAINT","2"
"935","UL4B","08/02/2020","COMPLAINT","1"
"941","0KH5","11/21/2018","CERTIFICATION","2"
"941","256W","09/01/2020","COMPLAINT","1"
"941","6YT1","05/24/2017","CERTIFICATION","2"
"941","FY3O","10/23/2019","COMPLAINT","2"
"941","KMAA","06/01/2020","COMPLAINT","1"
"941","WRDY","02/24/2020","CERTIFICATION","3"
"949","0LOY","01/23/2020","CERTIFICATION","2"
"949","ET4M","01/24/2018","COMPLAINT","2"
"949","JLBW","06/15/2020","COMPLAINT","2"
"949","WO9J","11/09/2018","CERTIFICATION","2"
"949","WZY1","06/09/2017","CERTIFICATION","2"
"950","3GVI","10/08/2019","CERTIFICATION","2"
"950","4I81","06/22/2020","COMPLAINT","1"
"950","9IZU","05/11/2018","CERTIFICATION/COMPLAINT","2"
"950","JFRK","08/06/2020","COMPLAINT","1"
"950","L13Y","04/09/2020","COMPLAINT","1"
"950","MR31","01/20/2017","CERTIFICATION","2"
"951","42JU","06/29/2020","COMPLAINT","1"
"951","9FVV","07/29/2020","COMPLAINT","3"
"951","H7X4","07/25/2019","CERTIFICATION/COMPLAINT","2"
"951","L4GZ","01/28/2019","COMPLAINT","2"
"951","SUO8","12/30/2016","CERTIFICATION","2"
"951","TFR3","11/16/2016","COMPLAINT","2"
"951","UVOY","04/09/2018","CERTIFICATION","2"
"951","WVSM","07/28/2020","COMPLAINT","1"
"953","CZ7P","02/15/2019","CERTIFICATION","2"
"953","I7P2","07/12/2017","COMPLAINT","2"
"953","RTWK","08/04/2017","CERTIFICATION","2"
"953","W1D9","05/29/2020","COMPLAINT","1"
"962","2EOP","08/10/2020","COMPLAINT","1"
"962","CFTF","03/28/2019","CERTIFICATION","2"
"962","JDTQ","06/08/2020","COMPLAINT","1"
"962","XJCY","06/05/2017","CERTIFICATION","2"
"963","1L23","05/12/2020","COMPLAINT","1"
"963","6ZFN","11/02/2017","CERTIFICATION","2"
"963","7MGX","07/31/2020","COMPLAINT","1"
"963","J5EG","09/04/2019","CERTIFICATION","2"
"970","0KG3","09/30/2020","CERTIFICATION","1"
"970","20ZP","08/25/2020","COMPLAINT","1"
"970","N9SU","05/10/2019","CERTIFICATION","2"
"970","Q4ZH","09/29/2020","COMPLAINT","1"
"970","WG96","06/24/2020","COMPLAINT","1"
"970","YM0O","06/27/2017","CERTIFICATION","2"
"973","29WS","11/19/2018","COMPLAINT","1"
"973","390J","08/02/2017","CERTIFICATION/COMPLAINT","2"
"973","KGU2","06/30/2020","COMPLAINT","1"
"973","TMJR","01/17/2019","CERTIFICATION/COMPLAINT","2"
"973","TNH1","04/22/2020","COMPLAINT","1"
"973","TUOC","10/29/2018","COMPLAINT","2"
"973","X7K8","08/27/2018","COMPLAINT","2"
"976","4G0Z","11/29/2018","CERTIFICATION","2"
"976","G26F","03/03/2020","CERTIFICATION","2"
"976","GOB9","06/09/2020","COMPLAINT","1"
"976","SWUR","06/21/2017","CERTIFICATION/COMPLAINT","2"
"982","3ES4","06/05/2020","COMPLAINT","1"
"982","438P","09/02/2020","COMPLAINT","1"
"982","4L65","10/11/2017","CERTIFICATION/COMPLAINT","2"
"982","8B20","08/08/2017","COMPLAINT","2"
"982","CY72","02/27/2020","COMPLAINT","2"
"982","MJR1","02/15/2019","CERTIFICATION","2"
"982","OD13","07/22/2019","COMPLAINT","2"
"982","QZ0P","10/26/2018","COMPLAINT","2"
"983","04JO","04/04/2019","COMPLAINT","2"
"983","30WS","11/15/2018","COMPLAINT","2"
"983","5K92","01/15/2020","COMPLAINT","2"
"983","7QUK","03/06/2018","CERTIFICATION/COMPLAINT","2"
"983","8D8O","04/05/2019","COMPLAINT","2"
"983","CL13","07/31/2019","CERTIFICATION/COMPLAINT","2"
"983","CW2Y","11/09/2016","CERTIFICATION/COMPLAINT","3"
"983","QUE6","06/10/2020","COMPLAINT","1"
"983","R7W0","10/17/2018","COMPLAINT","2"
"983","T6IQ","01/18/2018","COMPLAINT","2"
"984","0TSF","08/04/2020","COMPLAINT","1"
"984","3RXU","12/07/2016","COMPLAINT","2"
"984","5VGU","12/05/2017","CERTIFICATION","2"
"984","DL7L","12/05/2018","COMPLAINT","1"
"984","GKGH","05/20/2020","COMPLAINT","1"
"984","LC2T","06/14/2019","CERTIFICATION/COMPLAINT","2"
"984","MEG3","08/07/2020","COMPLAINT","2"
"998","DLR7","08/19/2020","COMPLAINT","1"
"998","EIDL","09/03/2019","CERTIFICATION","2"
"998","FEI9","10/31/2017","CERTIFICATION","2"
"998","YGDZ","06/22/2020","COMPLAINT","2"
"1001","0Y6I","06/25/2020","COMPLAINT","1"
"1001","PZD9","01/29/2018","CERTIFICATION/COMPLAINT","2"
"1001","R7UJ","07/10/2020","COMPLAINT","1"
"1001","WRGQ","12/06/2019","CERTIFICATION","2"
"1003","45L0","06/26/2020","COMPLAINT","1"
"1003","T18K","02/27/2019","CERTIFICATION","2"
"1003","WFEM","08/26/2020","COMPLAINT","1"
"1003","X592","07/13/2020","COMPLAINT","1"
"1003","YQDQ","06/21/2017","CERTIFICATION","2"
"1008","8PZ9","09/26/2018","CERTIFICATION/COMPLAINT","2"
"1008","8RCZ","06/13/2020","COMPLAINT","1"
"1008","8RHU","08/19/2020","COMPLAINT","2"
"1008","EBD0","11/21/2016","COMPLAINT","2"
"1008","EKVM","01/31/2018","COMPLAINT","2"
"1008","IQYX","09/27/2019","CERTIFICATION","2"
"1008","MGJH","09/04/2020","COMPLAINT","1"
"1008","WNOT","12/11/2017","COMPLAINT","2"
"1008","YHH4","02/24/2017","CERTIFICATION/COMPLAINT","2"
"1009","0FNP","05/02/2017","CERTIFICATION","2"
"1009","B39C","07/07/2020","COMPLAINT","1"
"1009","BMWK","04/30/2020","COMPLAINT","2"
"1009","DLI0","02/24/2020","CERTIFICATION/COMPLAINT","2"
"1009","E1TG","02/05/2019","CERTIFICATION/COMPLAINT","2"
"1009","LXY4","11/22/2019","COMPLAINT","2"
"1009","U4KS","09/04/2019","COMPLAINT","1"
"1010","0REO","05/06/2020","COMPLAINT","1"
"1010","5RW1","07/20/2017","CERTIFICATION/COMPLAINT","2"
"1010","DM8V","08/29/2020","COMPLAINT","1"
"1010","PJ8W","02/02/2017","COMPLAINT","2"
"1010","QS3F","05/20/2019","COMPLAINT","2"
"1010","R1W6","04/05/2019","CERTIFICATION/COMPLAINT","2"
"1013","9978","09/01/2017","COMPLAINT","2"
"1013","GGOO","05/23/2020","COMPLAINT","1"
"1013","JRHY","07/24/2020","COMPLAINT","1"
"1013","N4XX","02/07/2020","COMPLAINT","1"
"1013","TDNH","11/19/2019","COMPLAINT","1"
"1013","X3OP","05/25/2018","CERTIFICATION","2"
"1013","XMUT","11/01/2019","CERTIFICATION/COMPLAINT","2"
"1018","H1XB","10/25/2019","COMPLAINT","1"
"1018","IIGM","07/12/2019","CERTIFICATION/COMPLAINT","2"
"1018","JC70","08/19/2020","COMPLAINT","1"
"1018","JM1F","05/08/2018","COMPLAINT","2"
"1018","QMFH","03/29/2017","COMPLAINT","2"
"1018","SUHI","09/05/2017","CERTIFICATION/COMPLAINT","2"
"1018","WLL9","05/14/2020","COMPLAINT","1"
"1022","4ICQ","08/04/2020","COMPLAINT","1"
"1022","8I10","11/18/2019","COMPLAINT","2"
"1022","DLLV","09/02/2020","COMPLAINT","2"
"1022","FHFW","05/30/2020","COMPLAINT","1"
"1022","J6W4","08/27/2020","COMPLAINT","2"
"1022","KVUN","01/24/2017","CERTIFICATION/COMPLAINT","2"
"1022","PHYB","04/11/2018","COMPLAINT","2"
"1022","RQ2V","03/05/2020","CERTIFICATION/COMPLAINT","2"
"1022","SV0G","12/12/2018","CERTIFICATION/COMPLAINT","2"
"1026","1GL5","09/17/2018","CERTIFICATION/COMPLAINT","2"
"1026","DD94","11/08/2016","CERTIFICATION/COMPLAINT","2"
"1026","DOCS","06/13/2020","COMPLAINT","1"
"1026","LYJX","01/10/2020","CERTIFICATION/COMPLAINT","2"
"1026","NC7S","06/14/2017","COMPLAINT","2"
"1026","NCQK","08/31/2020","COMPLAINT","2"
"1026","PZEB","11/18/2019","COMPLAINT","2"
"1029","1XFD","07/21/2020","COMPLAINT","1"
"1029","516W","08/06/2019","CERTIFICATION","2"
"1029","6IH2","11/01/2017","COMPLAINT","2"
"1029","I58R","06/16/2020","COMPLAINT","1"
"1029","MHRJ","11/08/2016","CERTIFICATION/COMPLAINT","2"
"1029","ORT3","02/09/2018","CERTIFICATION/COMPLAINT","2"
"1029","UP1W","05/17/2017","COMPLAINT","2"
"1031","MFU3","06/15/2020","COMPLAINT","1"
"1031","XYII","06/14/2019","CERTIFICATION","2"
"1031","ZB4X","02/20/2018","CERTIFICATION","2"
"1032","0C38","06/26/2019","COMPLAINT","2"
"1032","2X77","03/20/2017","CERTIFICATION/COMPLAINT","2"
"1032","ICYI","07/16/2018","CERTIFICATION/COMPLAINT","2"
"1032","LQ9V","10/04/2019","CERTIFICATION/COMPLAINT","2"
"1032","MO8X","09/07/2017","COMPLAINT","2"
"1032","O3M2","06/04/2020","COMPLAINT","1"
"1032","WV7Y","05/03/2019","COMPLAINT","2"
"1034","1DI5","03/23/2017","COMPLAINT","2"
"1034","2BQ8","01/15/2020","CERTIFICATION","2"
"1034","2FT8","07/27/2020","COMPLAINT","1"
"1034","9OSL","06/17/2020","COMPLAINT","1"
"1034","CLLC","06/16/2017","CERTIFICATION/COMPLAINT","2"
"1034","HCZU","10/09/2018","CERTIFICATION/COMPLAINT","2"
"1034","WKVC","11/02/2016","COMPLAINT","2"
"1038","22RG","10/06/2017","COMPLAINT","3"
"1038","4GN4","03/14/2019","COMPLAINT","2"
"1038","7Q6I","02/13/2018","COMPLAINT","2"
"1038","88XZ","01/30/2020","COMPLAINT","2"
"1038","8B1R","09/17/2020","COMPLAINT","1"
"1038","DTV2","09/23/2020","CERTIFICATION","1"
"1038","F9OM","01/19/2018","CERTIFICATION/COMPLAINT","2"
"1038","KPMM","02/15/2019","COMPLAINT","2"
"1038","PID6","06/17/2020","COMPLAINT","2"
"1038","QSKF","08/05/2020","COMPLAINT","1"
"1038","QTQU","08/28/2018","COMPLAINT","2"
"1038","U802","06/05/2017","COMPLAINT","2"
"1038","UG5S","06/26/2019","CERTIFICATION/COMPLAINT","2"
"1038","V1DV","09/12/2018","COMPLAINT","2"
"1041","3XZT","09/30/2020","COMPLAINT","1"
"1041","MZ4U","08/21/2020","COMPLAINT","1"
"1041","NH2D","10/02/2020","CERTIFICATION","1"
"1041","NO21","08/21/2018","CERTIFICATION/COMPLAINT","2"
"1041","P455","03/02/2017","CERTIFICATION","2"
"1042","3DLC","07/22/2020","COMPLAINT","1"
"1042","76Y3","11/13/2019","COMPLAINT","1"
"1042","ISSI","11/01/2019","COMPLAINT","1"
"1042","OO0D","01/18/2019","CERTIFICATION","2"
"1042","UWBZ","05/15/2017","CERTIFICATION","2"
"1058","2XGE","03/08/2019","CERTIFICATION","3"
"1058","P37T","06/24/2020","COMPLAINT","1"
"1058","PVWL","07/24/2017","CERTIFICATION","2"
"1058","W7PO","01/22/2018","COMPLAINT","2"
"1059","8W6P","05/06/2020","COMPLAINT","1"
"1059","HWYY","12/22/2016","CERTIFICATION","2"
"1059","I5Q4","09/22/2020","CERTIFICATION/COMPLAINT","1"
"1059","J703","05/22/2019","COMPLAINT","1"
"1059","QVWN","06/27/2018","CERTIFICATION/COMPLAINT","2"
"1068","C1LS","05/19/2020","COMPLAINT","1"
"1068","TR6E","10/04/2019","CERTIFICATION","2"
"1068","VCC3","01/16/2018","CERTIFICATION/COMPLAINT","3"
"1068","W8FS","12/11/2019","COMPLAINT","1"
"1068","YLNL","07/24/2020","COMPLAINT","1"
"1069","E3OZ","11/09/2018","COMPLAINT","1"
"1069","H7E9","07/17/2019","CERTIFICATION","2"
"1069","JE9H","06/23/2020","COMPLAINT","1"
"1069","OWBT","10/25/2017","CERTIFICATION","3"
"1073","3JFB","10/31/2018","CERTIFICATION","2"
"1073","CALR","05/24/2017","CERTIFICATION","2"
"1073","MGQE","09/11/2020","CERTIFICATION","1"
"1073","S4C7","06/11/2020","COMPLAINT","1"
"1077","400U","06/17/2020","COMPLAINT","1"
"1077","675Q","08/22/2017","COMPLAINT","2"
"1077","B4N8","06/13/2019","CERTIFICATION","2"
"1077","LW41","10/24/2017","CERTIFICATION","2"
"1077","OLHH","08/06/2020","COMPLAINT","1"
"1077","WUWW","04/17/2019","COMPLAINT","1"
"1078","6V55","03/20/2017","CERTIFICATION","2"
"1078","983N","06/22/2020","COMPLAINT","1"
"1078","UUUD","08/28/2020","COMPLAINT","1"
"1078","XVN1","11/13/2018","CERTIFICATION/COMPLAINT","2"
"1080","1D9R","08/25/2020","COMPLAINT","1"
"1080","BNLC","09/25/2019","CERTIFICATION","2"
"1080","K5YB","12/18/2017","CERTIFICATION/COMPLAINT","2"
"1080","MUJ2","06/03/2019","COMPLAINT","1"
"1081","1X05","10/24/2019","CERTIFICATION/COMPLAINT","2"
"1081","98MT","06/05/2020","COMPLAINT","1"
"1081","RGC4","11/21/2016","CERTIFICATION","2"
"1081","XLS3","07/31/2020","COMPLAINT","1"
"1081","Z2W8","03/14/2018","CERTIFICATION/COMPLAINT","3"
"1087","02EU","04/28/2020","COMPLAINT","1"
"1087","1VIX","08/10/2020","COMPLAINT","1"
"1087","XFME","06/19/2019","CERTIFICATION","2"
"1087","YN40","09/29/2017","CERTIFICATION","2"
"1088","019Y","04/17/2018","CERTIFICATION/COMPLAINT","2"
"1088","941B","06/25/2020","COMPLAINT","1"
"1088","E4YH","11/07/2019","CERTIFICATION/COMPLAINT","2"
"1088","S6LV","03/08/2017","CERTIFICATION","2"
"1093","1062","08/24/2020","COMPLAINT","1"
"1093","9IR1","06/18/2020","COMPLAINT","1"
"1093","9WJU","04/08/2020","COMPLAINT","1"
"1093","9YQU","07/17/2019","COMPLAINT","1"
"1093","QT0X","05/01/2017","CERTIFICATION","2"
"1093","ZY8F","11/21/2018","CERTIFICATION/COMPLAINT","2"
"1094","4N0Z","01/29/2020","CERTIFICATION/COMPLAINT","2"
"1094","B37F","07/06/2020","COMPLAINT","1"
"1094","FB61","10/05/2018","COMPLAINT","2"
"1094","FWOK","05/31/2018","CERTIFICATION/COMPLAINT","2"
"1094","IS9C","01/09/2017","CERTIFICATION","2"
"1094","ZJ6Q","05/22/2020","COMPLAINT","1"
"1103","1000","10/06/2017","COMPLAINT","2"
"1103","90Y0","04/21/2020","COMPLAINT","1"
"1103","CI89","05/14/2020","COMPLAINT","1"
"1103","NTDT","07/03/2020","COMPLAINT","1"
"1103","OIHM","06/05/2019","CERTIFICATION","2"
"1103","WONG","09/20/2017","CERTIFICATION","3"
"1106","9XXT","06/16/2020","COMPLAINT","1"
"1106","NEBW","02/22/2017","CERTIFICATION","2"
"1106","NY8E","08/20/2020","COMPLAINT","1"
"1106","S6W1","08/03/2018","CERTIFICATION/COMPLAINT","2"
"1109","0SJL","10/31/2018","COMPLAINT","1"
"1109","CQ3N","05/22/2019","CERTIFICATION","2"
"1109","N5T9","06/26/2020","COMPLAINT","1"
"1109","NG05","09/05/2017","CERTIFICATION","3"
"1113","70QN","07/29/2020","COMPLAINT","1"
"1113","7YFH","05/13/2020","COMPLAINT","1"
"1113","EX2F","12/05/2018","COMPLAINT","2"
"1113","J1V2","12/19/2018","CERTIFICATION/COMPLAINT","2"
"1113","S4G7","04/21/2017","CERTIFICATION","2"
"1113","SBHP","10/16/2018","COMPLAINT","2"
"1113","XD35","10/26/2018","COMPLAINT","2"
"1114","0PDL","10/11/2018","COMPLAINT","1"
"1114","CSRR","06/10/2020","COMPLAINT","1"
"1114","EFNC","05/15/2019","COMPLAINT","1"
"1114","LW2C","06/13/2017","CERTIFICATION","2"
"1114","SSJ4","05/24/2019","COMPLAINT","1"
"1114","V8AL","02/19/2019","CERTIFICATION","2"
"1114","WM6U","08/07/2020","COMPLAINT","1"
"1114","WMK2","03/01/2018","COMPLAINT","2"
"1115","48ED","02/07/2019","COMPLAINT","2"
"1115","8ZLN","01/23/2019","COMPLAINT","2"
"1115","DX9N","06/17/2020","COMPLAINT","1"
"1115","I88N","03/20/2019","CERTIFICATION","2"
"1115","SCA0","07/25/2017","CERTIFICATION","2"
"1115","VFW4","10/03/2018","COMPLAINT","2"
"1117","6ECD","04/13/2017","CERTIFICATION","2"
"1117","LXMV","03/06/2020","CERTIFICATION","2"
"1117","M7ZQ","06/22/2020","COMPLAINT","1"
"1117","VVP9","08/02/2018","CERTIFICATION","2"
"1120","OK8Z","12/19/2019","CERTIFICATION","2"
"1120","PMYZ","08/14/2020","COMPLAINT","1"
"1120","WJ1Z","11/18/2016","CERTIFICATION","3"
"1120","ZDWZ","03/06/2018","CERTIFICATION/COMPLAINT","2"
"1125","6TET","04/17/2019","CERTIFICATION/COMPLAINT","4"
"1125","BMM2","11/27/2019","COMPLAINT","1"
"1125","JCFD","05/06/2020","COMPLAINT","1"
"1125","PPOE","08/01/2017","CERTIFICATION","2"
"1125","VIFZ","10/11/2018","COMPLAINT","2"
"1126","E5FP","06/18/2020","COMPLAINT","1"
"1126","ED2V","09/28/2017","CERTIFICATION","2"
"1126","XO6S","07/26/2019","CERTIFICATION","2"
"1128","GQ8W","03/08/2019","CERTIFICATION","2"
"1128","I356","06/10/2020","COMPLAINT","1"
"1128","SSGE","08/02/2017","CERTIFICATION","2"
"1134","EXTG","07/30/2020","COMPLAINT","1"
"1134","HY7T","05/29/2020","COMPLAINT","1"
"1134","NJFW","11/14/2019","CERTIFICATION/COMPLAINT","2"
"1134","QY7G","04/09/2018","CERTIFICATION/COMPLAINT","2"
"1134","U2B3","12/30/2016","CERTIFICATION","2"
"1141","IF1W","06/22/2020","COMPLAINT","1"
"1141","RQX2","11/10/2016","CERTIFICATION","1"
"1141","VQVP","10/09/2019","CERTIFICATION","2"
"1141","WDL4","02/02/2018","CERTIFICATION","1"
"1144","E1GC","08/31/2017","CERTIFICATION","2"
"1144","IJP6","06/17/2020","COMPLAINT","1"
"1144","JDNY","05/01/2019","CERTIFICATION","2"
"1144","X76D","08/18/2020","COMPLAINT","2"
"1146","5MYM","11/15/2019","CERTIFICATION","2"
"1146","9SS5","06/19/2020","COMPLAINT","1"
"1146","ED54","03/05/2018","CERTIFICATION/COMPLAINT","1"
"1146","UDS5","11/10/2016","CERTIFICATION","2"
"1148","0BCR","03/03/2019","COMPLAINT","2"
"1148","AB4N","07/13/2020","COMPLAINT","1"
"1148","EUHB","10/05/2018","COMPLAINT","2"
"1148","G04D","06/09/2020","COMPLAINT","1"
"1148","OSL3","06/05/2017","CERTIFICATION","2"
"1148","QZDP","02/13/2019","CERTIFICATION/COMPLAINT","2"
"1150","2MGZ","05/08/2017","CERTIFICATION","2"
"1150","MTTL","08/28/2020","COMPLAINT","1"
"1150","P81R","06/24/2020","COMPLAINT","1"
"1150","ZNUT","01/15/2019","CERTIFICATION","2"
"1154","16VR","05/14/2020","COMPLAINT","1"
"1154","KZYI","02/12/2019","CERTIFICATION/COMPLAINT","2"
