"FACILITY_ID","SURVEY_DATE","DEFICIENCY CATEGORY","STIP_NUMBER","STIP_DATE","FINE_ASSESSED","FACILITY_NAME","County","STIP_PDF_NAME"
"1404","02/08/2012","Multiple Deficiencies","NH_16_117","03/09/2016","$14,000.00","Concord Nursing And Rehabilitation Center","Kings","pfi1404nh_16_117.pdf"
"4823","03/21/2014","Quality of Care","NH_16_118","03/09/2016","$10,000.00","Richmond Ctr For Rehab And Specialty Healthcare","Richmond","pfi4823nh_16_118.pdf"
"984","11/18/2014","Multiple Deficiencies","NH_16_119","03/09/2016","$10,000.00","Cayuga Nursing And Rehabilitation Center","Tompkins","pfi984nh_16_119.pdf"
"654","03/02/2015","Quality of Care","NH_16_142","03/09/2016","$12,000.00","Central Park Rehabilitation And Nursing Center","Onondaga","pfi654nh_16_142.pdf"
"650",".","Multiple Deficiencies","NH_16_136","03/14/2016","$40,000.00","Van Duyn Center For Rehabilitation And Nursing","Onondaga","pfi650nh_16_136.pdf"
"99","11/03/2014","Quality of Care","NH_16_141","03/14/2016","$10,000.00","Chautauqua Nursing And Rehabilitation Ceneter","Chautauqua","pfi99nh_16_141.pdf"
"21",".","Multiple Deficiencies","NH_16_137","03/15/2016","$18,000.00","Hudson Park Rehabilitation And Nursing Center","Albany","pfi21nh_16_137.pdf"
"368","11/04/2014","Multiple Deficiencies","NH_16_143","03/15/2016","$6,000.00","Samaritan Keep Nursing Home Inc","Jefferson","pfi368nh_16_143.pdf"
"1383","05/14/2012","Multiple Deficiencies","NH_16_149","03/15/2016","$14,000.00","The Chateau At Brooklyn Rehab And Nursing Center","Kings","pfi1383nh_16_149.pdf"
"23","08/13/2015","Other Services","NH_16_140","03/19/2016","$10,000.00","Teresian House Nursing Home Co Inc","Albany","pfi23nh_16_140.pdf"
"740",".","Multiple Deficiencies","NH_16_155","04/01/2016","$26,000.00","Aurelia Osborn Fox Memorial Hospital","Otsego","pfi740nh_16_155.pdf"
"539","11/20/2012","Quality of Care","NH_16_121","04/04/2016","$10,000.00","The Five Towns Premier Rehab & Nursing Center","Nassau","pfi539nh_16_121.pdf"
"6237","01/08/2010","Quality of Care","NH_16_122","04/04/2016","$2,000.00","Wingate At Beacon","Dutchess","pfi6237nh_16_122.pdf"
"30",".","Quality of Care","NH_16_123","04/04/2016","$20,000.00","Shaker Place Rehabilitation And Nursing Center","Albany","pfi30nh_16_123.pdf"
"169","11/13/2012","Multiple Deficiencies","NH_16_124","04/04/2016","$14,000.00","Robinson Terrace","Delaware","pfi169nh_16_124.pdf"
"558","11/05/2015","Multiple Deficiencies","NH_16_125","04/04/2016","$12,000.00","Cold Spring Hills Center For Nursing And Rehab","Nassau","pfi558nh_16_125.pdf"
"580","08/13/2015","Multiple Deficiencies","NH_16_139","04/04/2016","$14,000.00","Niagara Rehabilitation And Nursing Center","Niagara","pfi580nh_16_139.pdf"
"802","11/16/2012","Quality of Care","NH_16_126","04/06/2016","$12,000.00","United Helpers Nursing Home","Saint Lawrence","pfi802nh_16_126.pdf"
"442","08/02/2012","Quality of Care","NH_16_127","04/06/2016","$10,000.00","St Johns Health Care Corporation","Monroe","pfi442nh_16_127.pdf"
"483","12/12/2012","Multiple Deficiencies","NH_16_128","04/06/2016","$4,000.00","Amsterdam Memorial Hospital S N F","Montgomery","pfi483nh_16_128.pdf"
"493","09/25/2014","Quality of Care","NH_16_130","04/06/2016","$10,000.00","Glen Cove Center For Nursing And Rehabilitation","Nassau","pfi493nh_16_130.pdf"
"7875","10/26/2012","Quality of Care","NH_16_131","04/06/2016","$2,000.00","Regal Heights Rehabilitation And Health Care Ctr","Queens","pfi7875nh_16_131.pdf"
"131","09/18/2015","Quality of Care","NH_16_132","04/06/2016","$2,000.00","Valley View Manor Nursing Home","Chenango","pfi131nh_16_132.pdf"
"4551","10/31/2012","Multiple Deficiencies","NH_16_133","04/06/2016","$4,000.00","Ghent Rehabilitation & Nursing Center","Columbia","pfi4551nh_16_133.pdf"
"1026","09/11/2015","Multiple Deficiencies","NH_16_134","04/06/2016","$4,000.00","Washington Center For Rehab And Healthcare","Washington","pfi1026nh_16_134.pdf"
"254","05/23/2012","Quality of Care","NH_16_135","04/06/2016","$2,000.00","Ellicott Center For Rehabilitation And Nursing","Erie","pfi254nh_16_135.pdf"
"136","08/07/2015","Multiple Deficiencies","NH_16_138","04/06/2016","$14,000.00","Champlain Valley Physicians Hosp Med Ctr S N F","Clinton","pfi136nh_16_138.pdf"
"1128","08/06/2015","Multiple Deficiencies","NH_16_146","04/06/2016","$16,000.00","Briarcliff Manor Center For Rehab And Nursing Care","Westchester","pfi1128nh_16_146.pdf"
"2550","07/02/2015","Multiple Deficiencies","NH_16_145","04/12/2016","$6,000.00","Groton Community Health Care Ctr Res Care Fac","Tompkins","pfi2550nh_16_145.pdf"
"254","11/06/2015","Multiple Deficiencies","NH_16_147","04/19/2016","$24,000.00","Ellicott Center For Rehabilitation And Nursing","Erie","pfi254nh_16_147.pdf"
"335","07/23/2015","Quality of Care","NH_16_148","04/19/2016","$10,000.00","Wells Nursing Home Inc","Fulton","pfi335nh_16_148.pdf"
"7268","09/08/2014","Multiple Deficiencies","NH_16_150","04/25/2016","$12,000.00","Evergreen Commons Rehabilitation And Nursing Ctr","Rensselaer","pfi7268nh_16_150.pdf"
"888","07/19/2013","Quality of Care","NH_16_151","05/04/2016","$10,000.00","Suffolk Center For Rehabilitation And Nursing","Suffolk","pfi888nh_16_151.pdf"
"1601","12/31/2012","Multiple Deficiencies","NH_16_152","05/04/2016","$12,000.00","Henry J Carter Skilled Nursing Facility","New York","pfi1601nh_16_152.pdf"
"917","10/06/2015","Multiple Deficiencies","NH_16_153","05/04/2016","$12,000.00","Hilaire Rehab & Nursing","Suffolk","pfi917nh_16_153.pdf"
"278","07/17/2015","Quality of Care","NH_16_154","05/04/2016","$10,000.00","Absolut Ctr For Nursing & Rehab Aurora Park L L C","Erie","pfi278nh_16_154.pdf"
"772","04/04/2013","Quality of Care","NH_16_156","05/04/2016","$10,000.00","Diamond Hill Nursing And Rehabilitation Center","Rensselaer","pfi772nh_16_156.pdf"
"656","10/29/2015","Quality of Care","NH_16_158","05/04/2016","$10,000.00","Bishop Rehabilitation And Nursing Center","Onondaga","pfi656nh_16_158.pdf"
"732","02/12/2013","Multiple Deficiencies","NH_16_159","05/04/2016","$12,000.00","Pontiac Nursing Home","Oswego","pfi732nh_16_159.pdf"
"73","07/17/2015","Multiple Deficiencies","NH_16_160","05/04/2016","$4,000.00","Absolut Ctr For Nursing & Rehab Allegany L L C","Cattaraugus","pfi73nh_16_160.pdf"
"3909","02/04/2015","Multiple Deficiencies","NH_16_161","05/04/2016","$18,000.00","Dunkirk Rehabilitation & Nursing Center","Chautauqua","pfi3909nh_16_161.pdf"
"749","09/30/2013","Multiple Deficiencies","NH_16_170","05/04/2016","$4,000.00","Cooperstown Center For Rehabilitation And Nursing","Otsego","pfi749nh_16_170.pdf"
"606","07/13/2012","Quality of Care","NH_16_144","05/06/2016","$10,000.00","Masonic Care Community Of New York","Oneida","pfi606nh_16_144.pdf"
"161","12/09/2011","Quality of Care","NH_16_162","05/06/2016","$10,000.00","Crown Park Rehabilitation And Nursing Center","Cortland","pfi161nh_16_162.pdf"
"1154","04/22/2010","Quality of Care","NH_16_163","05/31/2016","$2,000.00","Wyoming County Community Hospital S N F","Wyoming","pfi1154nh_16_163.pdf"
"169","01/15/2016","Multiple Deficiencies","NH_16_164","05/31/2016","$6,000.00","Robinson Terrace","Delaware","pfi169nh_16_164.pdf"
"23","02/29/2016","Multiple Deficiencies","NH_16_165","05/31/2016","$6,000.00","Teresian House Nursing Home Co Inc","Albany","pfi23nh_16_165.pdf"
"664","09/18/2014","Multiple Deficiencies","NH_16_166","05/31/2016","$4,000.00","Sunnyside Care Center","Onondaga","pfi664nh_16_166.pdf"
"493","10/09/2015","Multiple Deficiencies","NH_16_167","05/31/2016","$12,000.00","Glen Cove Center For Nursing And Rehabilitation","Nassau","pfi493nh_16_167.pdf"
"934","09/15/2015","Multiple Deficiencies","NH_16_168","05/31/2016","$4,000.00","Momentum At South Bay For Rehab And Nursing","Suffolk","pfi934nh_16_168.pdf"
"651","12/04/2015","Multiple Deficiencies","NH_16_171","05/31/2016","$12,000.00","Houghton Rehabilitation & Nursing Center","Allegany","pfi651nh_16_171.pdf"
"984",".","Multiple Deficiencies","NH_16_169","06/06/2016","$16,000.00","Cayuga Nursing And Rehabilitation Center","Tompkins","pfi984nh_16_169.pdf"
"650","10/14/2015","Multiple Deficiencies","NH_16_172","06/06/2016","$14,000.00","Van Duyn Center For Rehabilitation And Nursing","Onondaga","pfi650nh_16_172.pdf"
"983","08/21/2012","Multiple Deficiencies","NH_16_173","06/14/2016","$10,000.00","Beechtree Center For Rehabilitation And Nursing","Tompkins","pfi983nh_16_173.pdf"
"912","08/19/2014","Multiple Deficiencies","NH_16_174","06/25/2016","$8,000.00","Quantum Rehabilitation And Nursing L L C","Suffolk","pfi912nh_16_174.pdf"
"1003","03/19/2013","Multiple Deficiencies","NH_16_175","06/28/2016","$12,000.00","Hudson Valley Rehabilitation & Extended Care Ctr","Ulster","pfi1003nh_16_175.pdf"
"580","01/21/2016","Quality of Care","NH_16_176","06/28/2016","$10,000.00","Niagara Rehabilitation And Nursing Center","Niagara","pfi580nh_16_176.pdf"
"274","02/29/2016","Quality of Care","NH_16_177","06/28/2016","$20,000.00","Comprehensive Rehab & Nursing Ctr At Williamsville","Erie","pfi274nh_16_177.pdf"
"326","10/19/2012","Multiple Deficiencies","NH_16_178","06/28/2016","$6,000.00","Alice Hyde Medical Center","Franklin","pfi326nh_16_178.pdf"
"21","09/20/2013","Multiple Deficiencies","NH_16_179","06/28/2016","$14,000.00","Hudson Park Rehabilitation And Nursing Center","Albany","pfi21nh_16_179.pdf"
"721","04/25/2016","Quality of Care","NH_16_180","07/06/2016","$10,000.00","Orchard Rehabilitation & Nursing Center","Orleans","pfi721nh_16_180.pdf"
"349","12/19/2012","Multiple Deficiencies","NH_16_181","07/06/2016","$4,000.00","The Pines At Catskill Center For Nursing & Rehab","Greene","pfi349nh_16_181.pdf"
"2544","12/22/2011","Multiple Deficiencies","NH_16_182","07/12/2016","$4,000.00","Campbell Hall Rehabilitation Center Inc","Orange","pfi2544nh_16_182.pdf"
"648","10/03/2012","Multiple Deficiencies","NH_16_183","07/12/2016","$16,000.00","Loretto Health And Rehabilitation Center","Onondaga","pfi648nh_16_183.pdf"
"282","01/05/2016","Multiple Deficiencies","NH_16_184","07/12/2016","$12,000.00","Fiddlers Green Manor Rehab And Nursing Center","Erie","pfi282nh_16_184.pdf"
"881","10/12/2015","Quality of Care","NH_16_185","07/12/2016","$10,000.00","Massapequa Center Rehabilitation & Nursing","Suffolk","pfi881nh_16_185.pdf"
"4148",".","Multiple Deficiencies","NH_16_186","07/12/2016","$20,000.00","Ellis Residential & Rehabilitation Center","Schenectady","pfi4148nh_16_186.pdf"
"1690","03/17/2014","Multiple Deficiencies","NH_16_188","08/18/2016","$8,000.00","Promenade Rehabilitation And Health Care Center","Queens","pfi1690nh_16_188.pdf"
"281","04/15/2016","Quality of Care","NH_16_190","08/18/2016","$2,000.00","Jennie B Richmond Chaffee Nursing Home Company Inc","Erie","pfi281nh_16_190.pdf"
"1753","06/06/2016","Quality of Care","NH_16_189","08/30/2016","$2,000.00","Silver Lake Specialized Rehab And Care Center","Richmond","pfi1753nh_16_189.pdf"
"1748","07/29/2011","Resident Rights","NH_16_193","09/06/2016","$2,000.00","Eger Health Care And Rehabilitation Center","Richmond","pfi1748nh_16_193.pdf"
"1726","06/23/2016","Multiple Deficiencies","NH_16_191","09/07/2016","$4,000.00","West Lawrence Care Center, L L C","Queens","pfi1726nh_16_191.pdf"
"71","03/27/2015","Multiple Deficiencies","NH_16_195","09/27/2016","$12,000.00","The Pines Healthcare & Rehab Centers Olean Campus","Cattaraugus","pfi71nh_16_195.pdf"
"749",".","Multiple Deficiencies","NH_16_196","09/27/2016","$18,000.00","Cooperstown Center For Rehabilitation And Nursing","Otsego","pfi749nh_16_196.pdf"
"30","04/21/2016","Quality of Care","NH_16_197","09/27/2016","$10,000.00","Shaker Place Rehabilitation And Nursing Center","Albany","pfi30nh_16_197.pdf"
"1707","09/20/2011","Quality of Care","NH_16_198","09/27/2016","$10,000.00","Lawrence Nursing Care Center, Inc","Queens","pfi1707nh_16_198.pdf"
"1707","02/20/2013","Quality of Care","NH_16_199","09/27/2016","$2,000.00","Lawrence Nursing Care Center, Inc","Queens","pfi1707nh_16_199.pdf"
"71","05/27/2016","Multiple Deficiencies","NH_16_200","09/27/2016","$12,000.00","The Pines Healthcare & Rehab Centers Olean Campus","Cattaraugus","pfi71nh_16_200.pdf"
"4823","04/27/2012","Multiple Deficiencies","NH_16_201","09/30/2016","$18,000.00","Richmond Ctr For Rehab And Specialty Healthcare","Richmond","pfi4823nh_16_201.pdf"
"1154","07/12/2016","Multiple Deficiencies","NH_16_202","10/24/2016","$4,000.00","Wyoming County Community Hospital S N F","Wyoming","pfi1154nh_16_202.pdf"
"656","03/22/2016","Quality of Care","NH_16_203","10/24/2016","$10,000.00","Bishop Rehabilitation And Nursing Center","Onondaga","pfi656nh_16_203.pdf"
"2544","05/23/2013","Multiple Deficiencies","NH_16_204","10/24/2016","$12,000.00","Campbell Hall Rehabilitation Center Inc","Orange","pfi2544nh_16_204.pdf"
"1234","08/01/2016","Multiple Deficiencies","NH_16_205","11/29/2016","$10,000.00","The Citadel Rehab And Nursing Ctr At Kingsbridge","Bronx","pfi1234nh_16_205.pdf"
"274","06/08/2016","Multiple Deficiencies","NH_16_208","12/06/2016","$21,000.00","Comprehensive Rehab & Nursing Ctr At Williamsville","Erie","pfi274nh_16_208.pdf"
"4887","08/11/2016","Quality of Care","NH_17_005","12/15/2016","$10,000.00","Bronx Gardens Rehabilitation And Nursing Center","Bronx","pfi4887nh_17_005.pdf"
"251","09/16/2016","Quality of Care","NH_17_001","12/19/2016","$10,000.00","Emerald South Nursing And Rehabilitation Center","Erie","pfi251nh_17_001.pdf"
"266","09/15/2016","Quality of Care","NH_17_008","12/19/2016","$12,000.00","Safire Rehabilitation Of Northtowns, L L C","Erie","pfi266nh_17_008.pdf"
"822","08/22/2016","Multiple Deficiencies","NH_16_206","12/28/2016","$10,000.00","Wesley Health Care Center Inc","Saratoga","pfi822nh_16_206.pdf"
"41","07/14/2016","Physical Environment","NH_17_002","01/03/2017","$2,000.00","Highland Park Rehabilitation And Nursing Center","Allegany","pfi41nh_17_002.pdf"
"1026",".","Multiple Deficiencies","NH_17_003","01/03/2017","$18,000.00","Washington Center For Rehab And Healthcare","Washington","pfi1026nh_17_003.pdf"
"3084","05/19/2016","Multiple Deficiencies","NH_17_004","01/03/2017","$6,000.00","Safire Rehabilitation Of Southtown, L L C","Erie","pfi3084nh_17_004.pdf"
"4555","04/13/2016","Multiple Deficiencies","NH_17_006","01/03/2017","$16,000.00","Iroquois Nursing Home Inc","Onondaga","pfi4555nh_17_006.pdf"
"841","01/23/2015","Quality of Care","NH_17_007","01/03/2017","$2,000.00","Kingsway Arms Nursing Center Inc","Schenectady","pfi841nh_17_007.pdf"
"251","01/13/2016","Physical Environment","NH_17_009","01/03/2017","$2,000.00","Emerald South Nursing And Rehabilitation Center","Erie","pfi251nh_17_009.pdf"
"449","04/18/2016","Quality of Care","NH_17_015","01/04/2017","$10,000.00","Wesley Gardens Corporation","Monroe","pfi449nh_17_015.pdf"
"1277","11/06/2014","Multiple Deficiencies","NH_17_016","01/09/2017","$4,000.00","East Haven Nursing & Rehabilitation Center","Bronx","pfi1277nh_17_016.pdf"
"650","12/05/2012","Quality of Care","NH_17_010","01/11/2017","$10,000.00","Van Duyn Center For Rehabilitation And Nursing","Onondaga","pfi650nh_17_010.pdf"
"6050","07/18/2016","Multiple Deficiencies","NH_17_011","01/11/2017","$4,000.00","Townhouse Center For Rehabilitation & Nursing","Nassau","pfi6050nh_17_011.pdf"
"3920",".","Multiple Deficiencies","NH_17_012","01/16/2017","$12,000.00","Rosewood Rehabilitation And Nursing Center","Rensselaer","pfi3920nh_17_012.pdf"
"3920","12/14/2012","Multiple Deficiencies","NH_17_013","01/16/2017","$6,000.00","Rosewood Rehabilitation And Nursing Center","Rensselaer","pfi3920nh_17_013.pdf"
"139","02/29/2016","Quality of Care","NH_17_014","01/31/2017","$10,000.00","Plattsburgh Rehabilitation And Nursing Center","Clinton","pfi139nh_17_014.pdf"
"1687","10/19/2016","Multiple Deficiencies","NH_17_018","01/31/2017","$4,000.00","Meadow Park Rehabilitation And Health Center L L C","Queens","pfi1687nh_17_018.pdf"
"398","10/07/2016","Quality of Care","NH_17_019","01/31/2017","$10,000.00","Oneida Health Rehabilitation And Extended Care","Madison","pfi398nh_17_019.pdf"
"202","09/29/2015","Quality of Care","NH_17_020","01/31/2017","$2,000.00","The Eleanor Nursing Care Center","Dutchess","pfi202nh_17_020.pdf"
"888","09/18/2016","Quality of Care","NH_17_026","01/31/2017","$10,000.00","Suffolk Center For Rehabilitation And Nursing","Suffolk","pfi888nh_17_026.pdf"
"278","09/29/2016","Quality of Care","NH_17_023","02/03/2017","$10,000.00","Absolut Ctr For Nursing & Rehab Aurora Park L L C","Erie","pfi278nh_17_023.pdf"
"655","10/14/2016","Multiple Deficiencies","NH_17_017","02/21/2017","$4,000.00","St Camillus Residential Health Care Facility","Onondaga","pfi655nh_17_017.pdf"
"1673","04/15/2016","Multiple Deficiencies","NH_17_024","03/13/2017","$16,000.00","Bridge View Nursing Home","Queens","pfi1673nh_17_024.pdf"
"984","08/17/2016","Multiple Deficiencies","NH_17_021","03/20/2017","$10,000.00","Cayuga Nursing And Rehabilitation Center","Tompkins","pfi984nh_17_021.pdf"
"4000","08/17/2016","Quality of Care","NH_17_025","03/27/2017","$2,000.00","Eddy Village Green","Albany","pfi4000nh_17_025.pdf"
"772","10/21/2016","Multiple Deficiencies","NH_17_030","04/12/2017","$4,000.00","Diamond Hill Nursing And Rehabilitation Center","Rensselaer","pfi772nh_17_030.pdf"
"656","10/25/2016","Quality of Care","NH_17_031","04/17/2017","$10,000.00","Bishop Rehabilitation And Nursing Center","Onondaga","pfi656nh_17_031.pdf"
"557",".","Quality of Care","NH_17_032","04/25/2017","$4,000.00","Parkview Care And Rehabilitation Center, Inc","Nassau","pfi557nh_17_032.pdf"
"3928","07/26/2016","Multiple Deficiencies","NH_17_033","04/25/2017","$12,000.00","Brookhaven Health Care Facility L L C","Suffolk","pfi3928nh_17_033.pdf"
"387",".","Other Services","NH_17_037","05/04/2017","$2,000.00","Avon Nursing Home L L C","Livingston","pfi387nh_17_037.pdf"
"1698","12/23/2016","Quality of Care","NH_17_034","05/08/2017","$2,000.00","Park Terrace Care Center","Queens","pfi1698nh_17_034.pdf"
"244","01/27/2017","Quality of Care","NH_17_028","05/15/2017","$2,000.00","Humboldt House Rehabilitation And Nursing Center","Erie","pfi244nh_17_028.pdf"
"6050","01/10/2017","Resident Rights","NH_17_035","05/22/2017","$2,000.00","Townhouse Center For Rehabilitation & Nursing","Nassau","pfi6050nh_17_035.pdf"
"350","07/21/2016","Quality of Care","NH_17_036","05/22/2017","$10,000.00","Greene Meadows Nursing And Rehabilitation Center","Greene","pfi350nh_17_036.pdf"
"633","01/24/2017","Multiple Deficiencies","NH_17_038","06/19/2017","$6,000.00","Buffalo Community Healthcare Center","Erie","pfi633nh_17_038.pdf"
"470",".","Other Services","NH_17_040","07/06/2017","$2,000.00","Creekview Nursing And Rehab Center","Monroe","pfi470nh_17_040.pdf"
"3012",".","Physical Environment","NH_17_039","07/11/2017","$4,000.00","Buffalo Center For Rehabilitation And Nursing","Erie","pfi3012nh_17_039.pdf"
"446","02/17/2017","Quality of Care","NH_17_027","07/25/2017","$2,000.00","Brighton Manor","Monroe","pfi446nh_17_027.pdf"
"33","04/14/2017","Physical Environment","NH_17_042","07/25/2017","$10,000.00","The Grand Rehabilitation And Nrsg At Guilderland","Albany","pfi33nh_17_042.pdf"
"1217","11/14/2016","Physical Environment","NH_17_043","07/25/2017","$10,000.00","St Patricks Home","Bronx","pfi1217nh_17_043.pdf"
"448",".","Physical Environment","NH_17_044","08/07/2017","$2,000.00","The Pearl Nursing Center Of Rochester","Monroe","pfi448nh_17_044.pdf"
"633","06/17/2013","Quality of Care","NH_16_187","08/09/2017","$10,000.00","Buffalo Community Healthcare Center","Erie","pfi633nh_16_187.pdf"
"254","05/11/2017","Quality of Care","NH_17_046","08/16/2017","$10,000.00","Ellicott Center For Rehabilitation And Nursing","Erie","pfi254nh_17_046.pdf"
"621","03/13/2017","Quality of Care","NH_17_048","08/16/2017","$2,000.00","Presbyterian Home For Central New York Inc","Oneida","pfi621nh_17_048.pdf"
"580","06/13/2017","Administration","NH_17_049","08/23/2017","$10,000.00","Niagara Rehabilitation And Nursing Center","Niagara","pfi580nh_17_049.pdf"
"908",".","Quality of Care","NH_17_056","09/06/2017","$2,000.00","Woodhaven Nursing Home","Suffolk","pfi908nh_17_056.pdf"
"4823","06/09/2017","Multiple Deficiencies","NH_17_051","09/11/2017","$12,000.00","Richmond Ctr For Rehab And Specialty Healthcare","Richmond","pfi4823nh_17_051.pdf"
"1736","02/21/2017","Administration","NH_17_052","09/11/2017","$2,000.00","Beacon Rehabilitation And Nursing Center","Queens","pfi1736nh_17_052.pdf"
"953","07/12/2017","Multiple Deficiencies","NH_17_050","09/14/2017","$10,000.00","Luxor Nursing And Rehabilitation At Mills Pond","Suffolk","pfi953nh_17_050.pdf"
"38",".","Multiple Deficiencies","NH_17_054","10/09/2017","$2,000.00","Cuba Memorial Hospital Inc S N F","Allegany","pfi38nh_17_054.pdf"
"604",".","Multiple Deficiencies","NH_17_053","10/10/2017","$6,000.00","Katherine Luther Residential Hlth Care & Rehab","Oneida","pfi604nh_17_053.pdf"
"33",".","Multiple Deficiencies","NH_17_057","10/12/2017","$20,000.00","The Grand Rehabilitation And Nrsg At Guilderland","Albany","pfi33nh_17_057.pdf"
"4522","09/12/2017","Multiple Deficiencies","NH_17_055","11/06/2017","$10,000.00","Norwich Rehabilitation & Nursing Center","Chenango","pfi4522nh_17_055.pdf"
"843","08/24/2017","Multiple Deficiencies","NH_17_060","11/07/2017","$2,000.00","Baptist Health Nursing And Rehabilitation Center","Schenectady","pfi843nh_17_060.pdf"
"344","08/17/2017","Multiple Deficiencies","NH_17_058","11/14/2017","$10,000.00","Premier Genesee Center For Nrsg And Rehabilitation","Genesee","pfi344nh_17_058.pdf"
"96","10/06/2017","Multiple Deficiencies","NH_17_061","12/08/2017","$10,000.00","Northwoods Rehab And Nursing Center At Moravia","Cayuga","pfi96nh_17_061.pdf"
"274",".","Multiple Deficiencies","NH_17_063","12/12/2017","$6,000.00","Comprehensive Rehab & Nursing Ctr At Williamsville","Erie","pfi274nh_17_063.pdf"
"56","08/28/2017","Multiple Deficiencies","NH_17_062","12/18/2017","$10,000.00","Absolut Ctr For Nursing & Rehab Endicott L L C","Broome","pfi56nh_17_062.pdf"
"607",".","Multiple Deficiencies","NH_18_001","01/02/2018","$6,000.00","Utica Rehabilitation & Nursing Center","Oneida","pfi607nh_18_001.pdf"
"5710","10/11/2017","Multiple Deficiencies","NH_18_002","01/10/2018","$10,000.00","Nassau Rehabilitation & Nursing Center","Nassau","pfi5710nh_18_002.pdf"
"27","04/20/2017","Multiple Deficiencies","NH_18_003","02/01/2018","$6,000.00","Bethlehem Commons Care Center","Albany","pfi27nh_18_003.pdf"
"5790","08/22/2017","Multiple Deficiencies","NH_18_004","02/09/2018","$20,000.00","Oneida Center For Rehabilitation And Nursing","Oneida","pfi5790nh_18_004.pdf"
"875","11/17/2017","Multiple Deficiencies","NH_18_005","02/09/2018","$10,000.00","Steuben Center For Rehabilitation And Healthcare","Steuben","pfi875nh_18_005.pdf"
"1403","12/06/2017","Multiple Deficiencies","NH_18_006","02/13/2018","$10,000.00","Boro Park Center For Rehabilitation And Healthcare","Kings","pfi1403nh_18_006.pdf"
"1008","12/11/2017","Multiple Deficiencies","NH_18_007","02/21/2018","$10,000.00","Warren Center For Rehabilitation And Nursing","Warren","pfi1008nh_18_007.pdf"
"609","11/17/2017","Multiple Deficiencies","NH_18_008","02/27/2018","$2,000.00","The Grand Rehabilitation And Nursing At Utica","Oneida","pfi609nh_18_008.pdf"
"403","10/20/2017","Multiple Deficiencies","NH_18_009","03/12/2018","$10,000.00","The Grand Rehabilitation And Nrsg At Chittenango","Madison","pfi403nh_18_009.pdf"
"621","01/16/2018","Resident Rights","NH_18_013","03/14/2018","$2,000.00","Presbyterian Home For Central New York Inc","Oneida","pfi621nh_18_013.pdf"
"731","09/22/2017","Multiple Deficiencies","NH_18_016","03/14/2018","$10,000.00","Morningstar Residential Care Center","Oswego","pfi731nh_18_016.pdf"
"606","01/08/2018","Multiple Deficiencies","NH_18_011","03/20/2018","$10,000.00","Masonic Care Community Of New York","Oneida","pfi606nh_18_011.pdf"
"1670","01/23/2018","Multiple Deficiencies","NH_18_012","03/26/2018","$2,000.00","Ozanam Hall Of Queens Nursing Home Inc","Queens","pfi1670nh_18_012.pdf"
"806","06/05/2017","Multiple Deficiencies","NH_18_014","04/06/2018","$10,000.00","Massena Rehabilitation & Nursing Center","Saint Lawrence","pfi806nh_18_014.pdf"
"368","12/15/2017","Multiple Deficiencies","NH_18_015","04/10/2018","$10,000.00","Samaritan Keep Nursing Home Inc","Jefferson","pfi368nh_18_015.pdf"
"3053","02/09/2018","Multiple Deficiencies","NH_18_025","04/12/2018","$22,000.00","Onondaga Center For Rehabilitation And Nursing","Onondaga","pfi3053nh_18_025.pdf"
"825","10/23/2017","Multiple Deficiencies","NH_18_017","04/30/2018","$30,000.00","Saratoga Center For Rehab & Skilled Nursing Care","Saratoga","pfi825nh_18_017.pdf"
"1702","01/24/2018","Multiple Deficiencies","NH_18_018","04/30/2018","$10,000.00","Queens Nassau Rehabilitation And Nursing Center","Queens","pfi1702nh_18_018.pdf"
"360","02/27/2018","Multiple Deficiencies","NH_18_019","04/30/2018","$2,000.00","Foltsbrook Center For Nursing And Rehabilitation","Herkimer","pfi360nh_18_019.pdf"
"825","09/08/2017","Multiple Deficiencies","NH_18_020","04/30/2018","$4,000.00","Saratoga Center For Rehab & Skilled Nursing Care","Saratoga","pfi825nh_18_020.pdf"
"656",".","Multiple Deficiencies","NH_18_026","05/09/2018","$24,000.00","Bishop Rehabilitation And Nursing Center","Onondaga","pfi656nh_18_026.pdf"
"1582","02/20/2018","Quality of Care","NH_18_021","05/10/2018","$12,000.00","Upper East Side Rehabilitation And Nursing Center","New York","pfi1582nh_18_021.pdf"
"716","02/21/2018","Multiple Deficiencies","NH_18_022","05/14/2018","$10,000.00","The Villages Of Orleans Health And Rehab Center","Orleans","pfi716nh_18_022.pdf"
"654","07/20/2015","Quality of Care","NH_18_023","05/14/2018","$4,000.00","Central Park Rehabilitation And Nursing Center","Onondaga","pfi654nh_18_023.pdf"
"1680","03/05/2018","Quality of Care","NH_18_024","05/14/2018","$10,000.00","Sapphire Ctr For Rehab & Nrsg Of Ctrl Queens","Queens","pfi1680nh_18_024.pdf"
"1681","12/29/2017","Quality of Care","NH_18_027","05/29/2018","$12,000.00","Forest Hills Care Center","Queens","pfi1681nh_18_027.pdf"
"71","02/23/2018","Multiple Deficiencies","NH_18_028","05/29/2018","$6,000.00","The Pines Healthcare & Rehab Centers Olean Campus","Cattaraugus","pfi71nh_18_028.pdf"
"6050","02/02/2018","Multiple Deficiencies","NH_18_029","06/13/2018","$16,000.00","Townhouse Center For Rehabilitation & Nursing","Nassau","pfi6050nh_18_029.pdf"
