Week Ending,Federal Provider Number,Provider Name,Submitted Data,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,One-Week Supply of N95 Masks,One-Week Supply of Surgical Masks,One-Week Supply of Eye Protection,One-Week Supply of Gowns,One-Week Supply of Gloves,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,One-Week Supply of Ventilator Supplies,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County
10/11/20,335713,SYRACUSE HOME ASSOCIATION,Y,0,0,0,3,0,0,0,120,102,0,11,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,29.4,0,0,Onondaga
10/18/20,335713,SYRACUSE HOME ASSOCIATION,Y,0,0,0,3,0,0,0,120,101,0,11,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,29.7,0,0,Onondaga
10/25/20,335713,SYRACUSE HOME ASSOCIATION,Y,0,0,0,3,0,0,0,120,101,0,11,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,29.7,0,0,Onondaga
5/24/20,335714,VICTORIA HOME,Y,0,0,6,6,2,1,1,49,26,1,1,0,0,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,230.8,38.5,16.7,Westchester
5/31/20,335714,VICTORIA HOME,Y,0,0,0,6,0,0,1,49,26,2,3,0,0,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,230.8,38.5,16.7,Westchester
6/7/20,335714,VICTORIA HOME,Y,0,0,0,6,0,0,1,49,26,4,7,0,0,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,230.8,38.5,16.7,Westchester
6/14/20,335714,VICTORIA HOME,Y,0,0,0,6,0,0,1,49,26,3,10,0,0,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,230.8,38.5,16.7,Westchester
6/21/20,335714,VICTORIA HOME,Y,0,0,0,6,0,0,1,49,26,0,10,0,0,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,230.8,38.5,16.7,Westchester
6/28/20,335714,VICTORIA HOME,Y,0,0,0,6,0,0,1,49,26,1,11,0,0,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,230.8,38.5,16.7,Westchester
7/5/20,335714,VICTORIA HOME,Y,0,0,0,6,0,0,1,49,26,0,11,0,0,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,230.8,38.5,16.7,Westchester
7/12/20,335714,VICTORIA HOME,Y,0,0,0,6,0,0,1,49,26,0,11,0,0,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,230.8,38.5,16.7,Westchester
7/19/20,335714,VICTORIA HOME,Y,0,0,0,6,0,0,1,49,25,0,11,0,0,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,240,40,16.7,Westchester
7/26/20,335714,VICTORIA HOME,Y,0,0,0,6,0,0,1,49,25,0,11,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,240,40,16.7,Westchester
8/2/20,335714,VICTORIA HOME,Y,0,0,0,6,1,0,1,49,25,0,11,0,0,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,240,40,16.7,Westchester
8/9/20,335714,VICTORIA HOME,Y,0,0,0,6,0,0,1,49,25,0,11,0,0,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,240,40,16.7,Westchester
8/16/20,335714,VICTORIA HOME,Y,0,0,0,6,0,0,1,49,24,0,11,0,0,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,250,41.7,16.7,Westchester
8/23/20,335714,VICTORIA HOME,Y,0,0,1,7,0,0,1,49,16,0,11,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,437.5,62.5,14.3,Westchester
5/24/20,335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,Y,10,10,16,16,7,3,3,154,115,13,13,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,139.1,26.1,18.8,Nassau
5/31/20,335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,Y,2,12,11,27,2,1,4,154,121,2,15,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,223.1,33.1,14.8,Nassau
6/7/20,335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,Y,0,12,0,27,1,0,4,154,116,5,20,1,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,232.8,34.5,14.8,Nassau
6/14/20,335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,Y,0,12,1,28,1,0,4,154,118,1,21,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,237.3,33.9,14.3,Nassau
6/21/20,335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,Y,1,13,0,28,1,0,4,154,124,1,22,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,225.8,32.3,14.3,Nassau
6/28/20,335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,Y,3,16,1,29,0,0,4,154,122,1,23,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,237.7,32.8,13.8,Nassau
7/5/20,335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,Y,1,17,0,29,0,0,4,154,120,1,24,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,241.7,33.3,13.8,Nassau
7/12/20,335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,Y,1,18,0,29,0,0,4,154,123,0,24,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,235.8,32.5,13.8,Nassau
7/19/20,335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,Y,0,18,0,29,0,0,4,154,123,1,25,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,235.8,32.5,13.8,Nassau
7/26/20,335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,Y,0,18,1,30,1,0,4,154,123,0,25,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,243.9,32.5,13.3,Nassau
8/2/20,335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,Y,1,19,0,30,0,0,4,154,123,2,27,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,243.9,32.5,13.3,Nassau
8/9/20,335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,Y,2,21,0,30,0,0,4,154,119,0,27,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,252.1,33.6,13.3,Nassau
8/16/20,335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,Y,0,21,0,30,0,0,4,154,118,0,27,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,254.2,33.9,13.3,Nassau
8/23/20,335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,Y,0,21,0,30,1,0,4,154,118,0,27,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,254.2,33.9,13.3,Nassau
8/30/20,335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,Y,1,22,1,31,0,0,4,154,120,1,28,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,258.3,33.3,12.9,Nassau
9/6/20,335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,Y,0,22,0,31,0,0,4,154,118,0,28,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,262.7,33.9,12.9,Nassau
9/13/20,335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,Y,0,22,0,31,0,0,4,154,116,0,28,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,267.2,34.5,12.9,Nassau
9/20/20,335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,Y,0,22,0,31,0,0,4,154,111,0,28,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,279.3,36,12.9,Nassau
9/27/20,335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,Y,0,22,0,31,1,0,4,154,114,0,28,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,271.9,35.1,12.9,Nassau
10/4/20,335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,Y,0,22,0,31,3,0,4,154,111,0,28,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,279.3,36,12.9,Nassau
10/11/20,335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,Y,0,22,0,31,0,0,4,154,109,0,28,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,284.4,36.7,12.9,Nassau
10/18/20,335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,Y,0,22,0,31,1,0,4,154,111,0,28,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,279.3,36,12.9,Nassau
10/25/20,335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,Y,0,22,0,31,0,0,4,154,109,0,28,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,284.4,36.7,12.9,Nassau
5/24/20,335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,Y,0,0,45,45,1,14,14,280,225,0,0,1,1,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,43,0,Y,200,62.2,31.1,Nassau
5/31/20,335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,Y,5,5,7,52,2,0,14,280,230,4,4,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,47,0,Y,226.1,60.9,26.9,Nassau
6/7/20,335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,Y,5,10,5,57,1,1,15,280,231,4,8,0,1,N,N,N,N,N,Y,Y,Y,Y,Y,Y,47,0,Y,246.8,64.9,26.3,Nassau
6/14/20,335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,Y,6,16,1,58,0,0,15,280,230,0,8,0,1,N,N,N,N,N,Y,Y,Y,Y,Y,Y,47,0,Y,252.2,65.2,25.9,Nassau
6/21/20,335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,Y,5,21,0,58,0,0,15,280,232,5,13,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,47,0,Y,250,64.7,25.9,Nassau
6/28/20,335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,Y,2,23,1,59,1,1,16,280,237,3,16,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,47,0,Y,248.9,67.5,27.1,Nassau
7/5/20,335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,Y,0,23,0,59,0,0,16,280,236,10,26,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,47,0,Y,250,67.8,27.1,Nassau
7/12/20,335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,Y,1,24,0,59,0,0,16,280,232,0,26,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,47,0,Y,254.3,69,27.1,Nassau
7/19/20,335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,Y,0,24,0,59,0,0,16,280,231,0,26,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,47,0,Y,255.4,69.3,27.1,Nassau
7/26/20,335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,Y,1,25,0,59,0,0,16,280,230,0,26,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,47,0,Y,256.5,69.6,27.1,Nassau
8/2/20,335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,Y,0,25,0,59,0,0,16,280,224,7,33,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,47,0,Y,263.4,71.4,27.1,Nassau
8/9/20,335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,Y,1,26,1,60,0,0,16,280,222,4,37,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,47,0,Y,270.3,72.1,26.7,Nassau
8/16/20,335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,Y,1,27,1,61,1,0,16,280,222,0,37,0,1,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,47,0,Y,274.8,72.1,26.2,Nassau
8/23/20,335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,Y,0,27,0,61,2,0,16,280,227,0,37,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,47,0,Y,268.7,70.5,26.2,Nassau
8/30/20,335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,Y,0,27,0,61,0,0,16,280,227,0,37,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,47,0,Y,268.7,70.5,26.2,Nassau
9/6/20,335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,Y,0,27,0,61,1,0,16,280,227,1,38,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,47,0,Y,268.7,70.5,26.2,Nassau
9/13/20,335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,Y,0,27,0,61,2,0,16,280,225,0,38,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,47,0,Y,271.1,71.1,26.2,Nassau
9/20/20,335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,Y,0,27,1,62,0,0,16,280,225,0,38,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,47,0,Y,275.6,71.1,25.8,Nassau
9/27/20,335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,Y,0,27,0,62,2,0,16,280,227,0,38,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,47,0,Y,273.1,70.5,25.8,Nassau
10/4/20,335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,Y,0,27,0,62,0,0,16,280,230,0,38,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,47,0,Y,269.6,69.6,25.8,Nassau
10/11/20,335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,Y,0,27,0,62,0,0,16,280,232,0,38,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,47,0,Y,267.2,69,25.8,Nassau
10/18/20,335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,Y,0,27,0,62,2,0,16,280,234,0,38,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,47,0,Y,265,68.4,25.8,Nassau
10/25/20,335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,Y,0,27,0,62,0,0,16,280,234,0,38,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,47,0,Y,265,68.4,25.8,Nassau
5/24/20,335719,QUANTUM REHABILITATION AND NURSING L L C,Y,0,0,0,0,2,2,2,120,94,2,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,21.3,,Suffolk
5/31/20,335719,QUANTUM REHABILITATION AND NURSING L L C,Y,0,0,0,0,1,1,3,120,94,2,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,31.9,,Suffolk
6/7/20,335719,QUANTUM REHABILITATION AND NURSING L L C,Y,0,0,0,0,2,2,5,120,94,3,7,0,0,N,N,N,N,Y,Y,Y,N,N,Y,N,,,,0,53.2,,Suffolk
6/14/20,335719,QUANTUM REHABILITATION AND NURSING L L C,Y,0,0,42,42,14,12,17,120,98,11,18,0,0,N,N,N,N,Y,N,Y,N,Y,Y,N,,,,428.6,173.5,40.5,Suffolk
6/21/20,335719,QUANTUM REHABILITATION AND NURSING L L C,Y,0,0,0,42,1,0,17,120,100,1,19,0,0,N,N,N,N,Y,Y,Y,N,Y,Y,N,,,,420,170,40.5,Suffolk
6/28/20,335719,QUANTUM REHABILITATION AND NURSING L L C,Y,0,0,0,42,0,0,17,120,102,1,20,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,411.8,166.7,40.5,Suffolk
7/5/20,335719,QUANTUM REHABILITATION AND NURSING L L C,Y,0,0,0,42,0,0,17,120,101,0,20,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,415.8,168.3,40.5,Suffolk
7/12/20,335719,QUANTUM REHABILITATION AND NURSING L L C,Y,0,0,0,42,0,0,17,120,101,0,20,0,0,N,N,N,N,N,Y,Y,N,Y,Y,N,,,,415.8,168.3,40.5,Suffolk
7/19/20,335719,QUANTUM REHABILITATION AND NURSING L L C,Y,0,0,0,42,0,0,17,120,98,0,20,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,428.6,173.5,40.5,Suffolk
7/26/20,335719,QUANTUM REHABILITATION AND NURSING L L C,Y,0,0,0,42,0,0,17,120,102,0,20,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,411.8,166.7,40.5,Suffolk
8/2/20,335719,QUANTUM REHABILITATION AND NURSING L L C,Y,0,0,0,42,0,0,17,120,98,0,20,0,0,N,N,N,N,N,Y,Y,Y,Y,Y,N,,,,428.6,173.5,40.5,Suffolk
8/9/20,335719,QUANTUM REHABILITATION AND NURSING L L C,Y,0,0,0,42,0,0,17,120,96,0,20,0,0,N,N,N,N,N,Y,Y,Y,Y,Y,N,,,,437.5,177.1,40.5,Suffolk
8/16/20,335719,QUANTUM REHABILITATION AND NURSING L L C,Y,0,0,0,42,0,0,17,120,95,0,20,0,0,N,N,N,N,N,Y,Y,N,Y,Y,N,,,,442.1,178.9,40.5,Suffolk
8/23/20,335719,QUANTUM REHABILITATION AND NURSING L L C,Y,0,0,0,42,0,0,17,120,95,0,20,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,442.1,178.9,40.5,Suffolk
8/30/20,335719,QUANTUM REHABILITATION AND NURSING L L C,Y,0,0,0,42,0,0,17,120,92,1,21,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,456.5,184.8,40.5,Suffolk
9/6/20,335719,QUANTUM REHABILITATION AND NURSING L L C,Y,0,0,0,42,0,0,17,120,95,0,21,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,442.1,178.9,40.5,Suffolk
9/13/20,335719,QUANTUM REHABILITATION AND NURSING L L C,Y,0,0,0,42,0,0,17,120,97,0,21,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,433,175.3,40.5,Suffolk
9/20/20,335719,QUANTUM REHABILITATION AND NURSING L L C,Y,0,0,0,42,0,0,17,120,98,0,21,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,428.6,173.5,40.5,Suffolk
9/27/20,335719,QUANTUM REHABILITATION AND NURSING L L C,Y,0,0,0,42,0,0,17,120,97,1,22,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,433,175.3,40.5,Suffolk
10/4/20,335719,QUANTUM REHABILITATION AND NURSING L L C,Y,0,0,0,42,0,0,17,120,101,0,22,0,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,415.8,168.3,40.5,Suffolk
10/11/20,335719,QUANTUM REHABILITATION AND NURSING L L C,Y,0,0,0,42,0,0,17,120,101,0,22,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,415.8,168.3,40.5,Suffolk
10/18/20,335719,QUANTUM REHABILITATION AND NURSING L L C,Y,0,0,0,42,0,0,17,120,97,0,22,0,0,N,N,N,N,N,Y,Y,Y,Y,Y,N,,,,433,175.3,40.5,Suffolk
10/25/20,335719,QUANTUM REHABILITATION AND NURSING L L C,N,0,0,0,42,0,0,17,120,97,0,22,0,0,,,,,,,,,,,,,,,433,175.3,40.5,Suffolk
5/24/20,335720,ATRIUM CENTER FOR REHABILITATION AND NURSING,Y,19,19,23,23,1,0,0,380,322,10,10,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,71.4,0,0,Kings
5/31/20,335720,ATRIUM CENTER FOR REHABILITATION AND NURSING,Y,0,19,4,27,0,0,0,380,323,5,15,0,0,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,,,,83.6,0,0,Kings
6/7/20,335720,ATRIUM CENTER FOR REHABILITATION AND NURSING,Y,0,19,7,34,0,0,0,380,328,1,16,0,0,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,,,,103.7,0,0,Kings
6/14/20,335720,ATRIUM CENTER FOR REHABILITATION AND NURSING,Y,1,20,4,38,2,1,1,380,327,0,16,0,0,N,N,N,N,Y,Y,Y,Y,N,Y,N,,,,116.2,3.1,2.6,Kings
6/21/20,335720,ATRIUM CENTER FOR REHABILITATION AND NURSING,Y,2,22,0,38,2,0,1,380,326,1,17,0,0,N,N,N,N,Y,Y,Y,Y,N,Y,N,,,,116.6,3.1,2.6,Kings
6/28/20,335720,ATRIUM CENTER FOR REHABILITATION AND NURSING,Y,0,22,0,38,2,0,1,380,325,1,18,0,0,N,N,N,N,Y,Y,Y,Y,N,Y,N,,,,116.9,3.1,2.6,Kings
7/5/20,335720,ATRIUM CENTER FOR REHABILITATION AND NURSING,Y,3,25,0,38,0,0,1,380,318,1,19,0,0,N,N,N,N,Y,Y,Y,Y,N,Y,N,,,,119.5,3.1,2.6,Kings
7/12/20,335720,ATRIUM CENTER FOR REHABILITATION AND NURSING,Y,3,28,2,40,1,0,1,380,312,2,21,0,0,N,N,N,N,Y,Y,Y,Y,N,Y,N,,,,128.2,3.2,2.5,Kings
7/19/20,335720,ATRIUM CENTER FOR REHABILITATION AND NURSING,Y,0,28,2,42,1,0,1,380,316,1,22,0,0,N,N,N,N,Y,Y,Y,Y,N,Y,N,,,,132.9,3.2,2.4,Kings
7/26/20,335720,ATRIUM CENTER FOR REHABILITATION AND NURSING,Y,0,28,0,42,0,0,1,380,312,0,22,0,0,N,N,N,N,Y,Y,Y,Y,N,Y,N,,,,134.6,3.2,2.4,Kings
8/2/20,335720,ATRIUM CENTER FOR REHABILITATION AND NURSING,Y,0,28,1,43,2,0,1,380,316,0,22,0,0,N,N,N,N,Y,Y,Y,Y,N,Y,N,,,,136.1,3.2,2.3,Kings
8/9/20,335720,ATRIUM CENTER FOR REHABILITATION AND NURSING,Y,0,28,0,43,2,0,1,380,312,0,22,0,0,N,N,N,N,Y,Y,Y,Y,N,Y,N,,,,137.8,3.2,2.3,Kings
8/16/20,335720,ATRIUM CENTER FOR REHABILITATION AND NURSING,Y,0,28,0,43,0,0,1,380,314,0,22,0,0,N,N,N,N,Y,Y,Y,Y,N,Y,N,,,,136.9,3.2,2.3,Kings
8/23/20,335720,ATRIUM CENTER FOR REHABILITATION AND NURSING,Y,0,28,0,43,1,0,1,380,316,0,22,0,0,N,N,N,N,Y,Y,Y,Y,N,Y,N,,,,136.1,3.2,2.3,Kings
8/30/20,335720,ATRIUM CENTER FOR REHABILITATION AND NURSING,Y,0,28,0,43,1,0,1,380,315,1,23,0,0,N,N,N,N,Y,Y,Y,Y,N,Y,N,,,,136.5,3.2,2.3,Kings
9/6/20,335720,ATRIUM CENTER FOR REHABILITATION AND NURSING,Y,0,28,0,43,1,0,1,380,312,1,24,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,137.8,3.2,2.3,Kings
9/13/20,335720,ATRIUM CENTER FOR REHABILITATION AND NURSING,Y,0,28,0,43,1,0,1,380,312,0,24,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,137.8,3.2,2.3,Kings
9/20/20,335720,ATRIUM CENTER FOR REHABILITATION AND NURSING,Y,0,28,0,43,6,0,1,380,311,1,25,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,138.3,3.2,2.3,Kings
9/27/20,335720,ATRIUM CENTER FOR REHABILITATION AND NURSING,Y,0,28,3,46,0,0,1,380,310,0,25,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,148.4,3.2,2.2,Kings
10/4/20,335720,ATRIUM CENTER FOR REHABILITATION AND NURSING,Y,0,28,0,46,2,0,1,380,304,0,25,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,151.3,3.3,2.2,Kings
10/11/20,335720,ATRIUM CENTER FOR REHABILITATION AND NURSING,Y,0,28,1,47,1,0,1,380,299,1,26,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,157.2,3.3,2.1,Kings
10/18/20,335720,ATRIUM CENTER FOR REHABILITATION AND NURSING,Y,0,28,1,48,3,0,1,380,296,0,26,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,162.2,3.4,2.1,Kings
10/25/20,335720,ATRIUM CENTER FOR REHABILITATION AND NURSING,Y,0,28,0,48,0,0,1,380,298,0,26,0,0,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,161.1,3.4,2.1,Kings
5/24/20,335721,HERITAGE GREEN REHAB & SKILLED NURSING,Y,0,0,0,0,0,0,0,134,128,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Chautauqua
5/31/20,335721,HERITAGE GREEN REHAB & SKILLED NURSING,Y,0,0,0,0,0,0,0,134,129,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Chautauqua
6/7/20,335721,HERITAGE GREEN REHAB & SKILLED NURSING,Y,0,0,0,0,0,0,0,134,127,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Chautauqua
6/14/20,335721,HERITAGE GREEN REHAB & SKILLED NURSING,Y,0,0,0,0,0,0,0,134,126,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Chautauqua
6/21/20,335721,HERITAGE GREEN REHAB & SKILLED NURSING,Y,0,0,0,0,0,0,0,134,128,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Chautauqua
6/28/20,335721,HERITAGE GREEN REHAB & SKILLED NURSING,Y,0,0,0,0,0,0,0,134,132,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Chautauqua
7/5/20,335721,HERITAGE GREEN REHAB & SKILLED NURSING,Y,0,0,0,0,0,0,0,134,131,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Chautauqua
7/12/20,335721,HERITAGE GREEN REHAB & SKILLED NURSING,Y,0,0,0,0,0,0,0,134,126,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Chautauqua
7/19/20,335721,HERITAGE GREEN REHAB & SKILLED NURSING,Y,0,0,0,0,0,0,0,134,125,1,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Chautauqua
7/26/20,335721,HERITAGE GREEN REHAB & SKILLED NURSING,Y,0,0,0,0,0,0,0,134,126,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Chautauqua
8/2/20,335721,HERITAGE GREEN REHAB & SKILLED NURSING,Y,0,0,0,0,0,0,0,134,126,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Chautauqua
8/9/20,335721,HERITAGE GREEN REHAB & SKILLED NURSING,Y,0,0,0,0,0,0,0,134,132,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Chautauqua
8/16/20,335721,HERITAGE GREEN REHAB & SKILLED NURSING,Y,0,0,0,0,0,0,0,134,125,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Chautauqua
